CODMICRO;CODMESO;UF;REGIAO;MICROREGIAO;LAT;LONG;IDHM2010;ESCALA_IDH;POP;AREA;DENSID
430108;4301;RS;S;IJUI;-28,13734506;-53,8017559;0,757722095;ALTO;193.793;5.801;33,4
290731;2907;BA;NE;ILHEUS-ITABUNA;-14,58797196;-39,55058256;0,634048698;MEDIO;947.896;21.254;44,6
210209;2102;MA;NE;IMPERATRIZ;-4,93915895;-47,1179241;0,673172237;MEDIO;593.728;29.246;20,3
310839;3108;MG;SE;IPATINGA;-19,35034037;-42,62423575;0,745282216;ALTO;530.845;4.318;122,9
520308;5203;GO;CO;IPORA;-16,41046606;-50,95785196;0,722473211;ALTO;61.816;7.066;8,7
230106;2301;CE;NE;IPU;-4,54978654;-40,85811073;0,597369857;BAIXO;137.261;4.217;32,6
410932;4109;PR;S;IRATI;-25,6833686;-50,812898;0,710464714;ALTO;101.217;2.841;35,6
290309;2903;BA;NE;IRECE;-11,61589991;-41,91535089;0,612449502;MEDIO;387.607;18.056;21,5
250318;2503;PB;NE;ITABAIANA;-7,318191005;-35,48111558;0,580303616;BAIXO;108.782;1.655;65,7
290311;2903;BA;NE;ITABERABA;-12,29936225;-40,4124442;0,58692652;BAIXO;235.355;16.488;14,3
310731;3107;MG;SE;ITABIRA;-19,67031943;-43,17067034;0,721208989;ALTO;394.872;8.081;48,9
130309;1303;AM;N;ITACOATIARA;-3,255657061;-58,52540946;0,622985856;MEDIO;176.326;25.415;6,9
330617;3306;RJ;SE;ITAGUAI;-22,85620533;-43,89238264;0,720887814;ALTO;238.657;915;260,7
310732;3107;MG;SE;ITAGUARA;-20,39951424;-44,24726761;0,660606842;MEDIO;70.216;2.423;29
150514;1505;PA;N;ITAITUBA;-6,478890503;-55,65285397;0,606335655;MEDIO;250.293;189.595;1,3
420413;4204;SC;S;ITAJAI;-26,92410273;-48,70279494;0,77955131;ALTO;849.040;1.544;549,8
311056;3110;MG;SE;ITAJUBA;-22,4501138;-45,53553126;0,737817115;ALTO;194.620;2.985;65,2
260516;2605;PE;NE;ITAMARACA;-7,776038654;-34,94045501;0,651144622;MEDIO;186.728;543;343,7
351456;3514;SP;SE;ITANHAEM;-24,16065323;-47,0421574;0,742115001;ALTO;269.580;2.015;133,8
260206;2602;PE;NE;ITAPARICA;-8,622457877;-38,51341443;0,614387068;MEDIO;137.051;9.469;14,5
351560;3515;SP;SE;ITAPECERICA DA SERRA;-23,84018196;-46,97431728;0,757019868;ALTO;1.117.115;1.472;758,8
210106;2101;MA;NE;ITAPECURU MIRIM;-3,469901062;-44,18727168;0,575788458;BAIXO;211.551;7.068;29,9
320413;3204;ES;SE;ITAPEMIRIM;-21,07372055;-41,02518195;0,67287872;MEDIO;95.457;1.276;74,8
330101;3301;RJ;SE;ITAPERUNA;-21,11299209;-41,87002096;0,718657124;ALTO;200.192;3.129;64
290629;2906;BA;NE;ITAPETINGA;-15,619556;-40,35737722;0,612668142;MEDIO;193.411;11.337;17,1
351142;3511;SP;SE;ITAPETININGA;-23,57072986;-48,24524873;0,74966939;ALTO;208.920;3.729;56
351141;3511;SP;SE;ITAPEVA;-23,82896876;-49,04497962;0,706554916;ALTO;243.172;7.677;31,7
230208;2302;CE;NE;ITAPIPOCA;-3,3967549;-39,55913686;0,625241681;MEDIO;231.694;3.704;62,6
250106;2501;PB;NE;ITAPORANGA;-7,487549334;-38,39948621;0,593399382;BAIXO;81.581;3.037;26,9
310517;3105;MG;SE;ITUIUTABA;-19,03746593;-49,87080816;0,730004681;ALTO;149.127;8.735;17,1
420414;4204;SC;S;ITUPORANGA;-27,44393257;-49,53337878;0,729586011;ALTO;62.579;1.535;40,8
350211;3502;SP;SE;ITUVERAVA;-20,27689789;-47,77330778;0,753476906;ALTO;92.165;2.004;46
410313;4103;PR;S;IVAIPORA;-24,36925249;-51,60998847;0,690252941;MEDIO;132.940;6.154;21,6
350213;3502;SP;SE;JABOTICABAL;-21,12774734;-48,49238876;0,756811827;ALTO;411.456;4.715;87,3
410416;4104;PR;S;JACAREZINHO;-23,28976926;-50,00170458;0,72612439;ALTO;126.465;2.756;45,9
290310;2903;BA;NE;JACOBINA;-11,26871451;-40,74306924;0,595452142;BAIXO;332.964;18.801;17,7
430734;4307;RS;S;JAGUARAO;-32,15111449;-53,08858084;0,685253353;MEDIO;52.413;7.694;6,8
410520;4105;PR;S;JAGUARIAIVA;-24,17684629;-49,79186025;0,716242977;ALTO;101.837;5.598;18,2
170207;1702;TO;N;JALAPAO;-9,30421816;-47,13834625;0,589210837;BAIXO;71.733;53.461;1,3
350101;3501;SP;SE;JALES;-20,28729318;-50,66925488;0,759716109;ALTO;159.262;3.929;40,5
310204;3102;MG;SE;JANAUBA;-15,46355265;-43,23646316;0,655874529;MEDIO;249.547;15.043;16,6
310203;3102;MG;SE;JANUARIA;-15,24108292;-44,74599396;0,62630973;MEDIO;275.227;33.194;8,3
280309;2803;SE;NE;JAPARATUBA;-10,50590269;-36,82486145;0,585416883;BAIXO;53.274;1.442;36,9
130102;1301;AM;N;JAPURA;-2,027498534;-66,77498539;0,50672065;BAIXO;24.378;72.658;0,3
350421;3504;SP;SE;JAU;-22,2587218;-48,60677907;0,758330512;ALTO;353.191;4.034;87,6
510314;5103;MT;CO;JAURU;-15,57041526;-58,39390345;0,694893583;MEDIO;101.422;18.941;5,4
290624;2906;BA;NE;JEQUIE;-13,53268202;-39,88632978;0,610772486;MEDIO;503.485;17.230;29,2
290413;2904;BA;NE;JEREMOABO;-10,02975405;-38,18387021;0,537842143;BAIXO;98.374;7.573;13
110204;1102;RO;N;JI-PARANA;-10,67892621;-62,32452606;0,683019798;MEDIO;282.304;25.090;11,3
420104;4201;SC;S;JOACABA;-26,96467623;-51,31855799;0,747532476;ALTO;345.980;9.069;38,1
250422;2504;PB;NE;JOAO PESSOA;-7,125600943;-34,92143618;0,731394554;ALTO;1.173.268;1.251;937,7
420208;4202;SC;S;JOINVILLE;-26,38366302;-49,03329428;0,792650759;ALTO;1.060.023;4.610;230
290204;2902;BA;NE;JUAZEIRO;-9,620965615;-41,65197172;0,619652449;MEDIO;512.328;54.741;9,4
311265;3112;MG;SE;JUIZ DE FORA;-21,75775614;-43,58870757;0,756212852;ALTO;752.889;8.914;84,5
351247;3512;SP;SE;JUNDIAI;-23,1716231;-46,90818684;0,798313212;ALTO;758.968;802;945,9
130204;1302;AM;N;JURUA;-5,737114102;-68,21158038;0,526044693;BAIXO;138.903;112.647;1,2
330410;3304;RJ;SE;LAGOS;-22,75011899;-42,14822069;0,72484459;ALTO;644.156;2.010;320,4
430421;4304;RS;S;LAJEADO-ESTRELA;-29,36480296;-52,05831605;0,750320868;ALTO;338.070;4.039;83,7
411036;4110;PR;S;LAPA;-25,78234083;-49,89279032;0,705499236;ALTO;49.101;2.280;21,5
311157;3111;MG;SE;LAVRAS;-21,33770839;-44,93189829;0,750453379;ALTO;163.929;3.442;47,6
230628;2306;CE;NE;LAVRAS DA MANGABEIRA;-6,74989276;-38,84566999;0,610189199;MEDIO;55.460;1.631;34
210104;2101;MA;NE;LENCOIS MARANHENSES;-2,652793843;-42,97526533;0,553950024;BAIXO;188.949;10.226;18,5
350627;3506;SP;SE;LIMEIRA;-22,39257712;-47,3407394;0,766388251;ALTO;623.354;2.312;269,6
320206;3202;ES;SE;LINHARES;-19,47608908;-40,2324441;0,725438747;ALTO;351.132;6.918;50,8
350419;3504;SP;SE;LINS;-21,65909237;-49,81744364;0,759043146;ALTO;162.913;3.875;42
230522;2305;CE;NE;LITORAL DE ARACATI;-4,576272928;-37,75704804;0,64375827;MEDIO;121.375;2.147;56,5
230101;2301;CE;NE;LITORAL DE CAMOCIM E ACARAU;-3,143915877;-40,61725111;0,604628305;MEDIO;397.587;8.639;46
430735;4307;RS;S;LITORAL LAGUNAR;-32,49509484;-52,63385064;0,727078484;ALTO;254.588;9.164;27,8
240416;2404;RN;NE;LITORAL NORDESTE;-5,385141887;-35,52535734;0,576579625;BAIXO;88.264;2.547;34,7
250420;2504;PB;NE;LITORAL NORTE;-6,708693795;-35,1757064;0,565318243;BAIXO;152.572;1.961;77,8
270310;2703;AL;NE;LITORAL NORTE ALAGOANO;-9,094216161;-35,34662421;0,563511593;BAIXO;72.974;1.005;72,6
210101;2101;MA;NE;LITORAL OCIDENTAL MARANHENSE;-1,86660356;-44,80813705;0,588365283;BAIXO;176.515;8.547;20,7
220102;2201;PI;NE;LITORAL PIAUIENSE;-3,517557528;-41,54015124;0,613274605;MEDIO;328.865;9.688;33,9
240419;2504;PB;NE;LITORAL SUL;-6,374351648;-35,16121031;0,593802989;BAIXO;227.850;2.265;100,6
290625;2906;BA;NE;LIVRAMENTO DO BRUMADO;-13,52338162;-42,06897498;0,604613432;MEDIO;97.243;5.121;19
410311;4103;PR;S;LONDRINA;-23,46689137;-51,18364232;0,762898522;ALTO;800.171;3.500;228,6
330616;3306;RJ;SE;MACACU-CACERIBU;-22,58382024;-42,69251894;0,704970544;ALTO;113.219;1.414;80,1
330204;3302;RJ;SE;MACAE;-22,21984013;-41,8078639;0,753638385;ALTO;303.735;2.580;117,7
240417;2404;RN;NE;MACAIBA;-5,847322304;-35,32324684;0,636036926;MEDIO;356.393;2.082;171,1
160203;1602;AP;N;MACAPA;1,180659847;-51,78335244;0,717379701;ALTO;602.400;38.644;15,6
240208;2402;RN;NE;MACAU;-5,146996713;-36,46143336;0,632900083;MEDIO;54.365;1.889;28,8
270311;2703;AL;NE;MACEIO;-9,608136928;-35,85448556;0,701167984;ALTO;1.222.505;1.812;674,7
130413;1304;AM;N;MADEIRA;-6,258542427;-60,22473685;0,587628992;BAIXO;188.907;221.083;0,9
130307;1303;AM;N;MANAUS;-3,283285232;-60,37876946;0,720720554;ALTO;2.335.542;41.304;56,5
311261;3112;MG;SE;MANHUACU;-20,22439685;-42,06231782;0,655984069;MEDIO;297.529;4.857;61,3
310838;3108;MG;SE;MANTENA;-18,63315053;-41,2610312;0,655308735;MEDIO;60.356;1.851;32,6
150620;1506;PA;N;MARABA;-5,664812428;-49,87713809;0,654606079;MEDIO;314.761;20.073;15,7
350938;3509;SP;SE;MARILIA;-22,24756516;-49,98023458;0,784672152;ALTO;348.912;4.866;71,7
410309;4103;PR;S;MARINGA;-23,49446423;-51,87840482;0,773123469;ALTO;652.641;1.573;414,8
270309;2703;AL;NE;MATA ALAGOANA;-9,0997324;-35,62195677;0,551042034;BAIXO;266.284;3.959;67,3
260415;2604;PE;NE;MATA MERIDIONAL PERNAMBUCANA;-8,61355333;-35,5491658;0,593550936;BAIXO;493.017;4.522;109
260413;2604;PE;NE;MATA SETENTRIONAL PERNAMBUCANA;-7,624208777;-35,15853587;0,628412319;MEDIO;542.279;2.933;184,9
160204;1602;AP;N;MAZAGAO;0,987774984;-53,14128022;0,633979699;MEDIO;68.323;46.587;1,5
510211;5102;MT;CO;MEDIO ARAGUAIA;-14,53310791;-51,84671588;0,736056622;ALTO;81.240;35.702;2,3
260310;2603;PE;NE;MEDIO CAPIBARIBE;-7,809443614;-35,59573174;0,604268902;MEDIO;243.096;1.759;138,2
230211;2302;CE;NE;MEDIO CURU;-3,879600882;-39,39711774;0,612352943;MEDIO;85.416;3.036;28,1
230524;2305;CE;NE;MEDIO JAGUARIBE;-5,840635056;-38,65963382;0,617963891;MEDIO;61.314;4.327;14,2
210310;2103;MA;NE;MEDIO MEARIM;-4,432350927;-44,85113462;0,605647622;MEDIO;401.064;11.003;36,4
240103;2401;RN;NE;MEDIO OESTE;-5,944091915;-37,32641042;0,61087164;MEDIO;39.280;2.862;13,7
220205;2202;PI;NE;MEDIO PARNAIBA PIAUIENSE;-6,037118125;-42,68579643;0,598263349;BAIXO;130.682;8.159;16
520515;5205;GO;CO;MEIA PONTE;-17,80622829;-49,41190616;0,727786279;ALTO;427.964;21.154;20,2
230104;2301;CE;NE;MERUOCA;-3,595519535;-40,51865249;0,610286684;MEDIO;26.531;287;92,3
170103;1701;TO;N;MIRACEMA DO TOCANTINS;-9,140798275;-49,06815057;0,665038728;MEDIO;142.404;34.742;4,1
351562;3515;SP;SE;MOJI DAS CRUZES;-23,56792648;-46,09665177;0,752826233;ALTO;1.485.678;2.061;720,7
350731;3507;SP;SE;MOJI-MIRIM;-22,38206784;-46,97662623;0,764315208;ALTO;423.803;2.345;180,7
320204;3202;ES;SE;MONTANHA;-18,21813216;-40,34445195;0,66975691;MEDIO;54.778;2.973;18,4
430523;4305;RS;S;MONTENEGRO;-29,59982429;-51,33867668;0,735015873;ALTO;221.196;2.082;106,3
310207;3102;MG;SE;MONTES CLAROS;-16,40619435;-44,11487735;0,71886663;ALTO;648.188;22.378;29
240101;2401;RN;NE;MOSSORO;-5,090095813;-37,24178514;0,698942618;MEDIO;343.961;4.182;82,2
311263;3112;MG;SE;MURIAE;-20,87983771;-42,24564584;0,685351945;MEDIO;280.723;4.741;59,2
310416;3104;MG;SE;NANUQUE;-17,4506574;-40,81651537;0,652134406;MEDIO;108.217;8.484;12,8
430112;4301;RS;S;NAO-ME-TOQUE;-28,5750991;-52,82737631;0,763136321;ALTO;41.373;1.381;30
240418;2404;RN;NE;NATAL;-5,803891523;-35,23001704;0,75776001;ALTO;1.065.587;432;2466,4
350107;3501;SP;SE;NHANDEARA;-20,74174429;-49,91014101;0,762105376;ALTO;66.315;2.023;32,8
140102;1401;RR;N;NORDESTE DE RORAIMA;3,651207093;-60,17581968;0,576880765;BAIXO;59.999;30.818;1,9
510209;5102;MT;CO;NORTE ARAGUAIA;-11,97445875;-51,87444965;0,667057641;MEDIO;130.271;80.540;1,6
280203;2802;SE;NE;NOSSA SENHORA DAS DORES;-10,36308748;-37,17860594;0,594652196;BAIXO;63.786;1.253;50,9
500308;5003;MS;CO;NOVA ANDRADINA;-22,09006817;-53,19016893;0,70717565;ALTO;93.584;13.458;7
330307;3303;RJ;SE;NOVA FRIBURGO;-22,22698844;-42,50805367;0,723009811;ALTO;244.225;2.111;115,7
320102;3201;ES;SE;NOVA VENECIA;-18,7407307;-40,55686079;0,698956032;MEDIO;127.275;3.661;34,8
350108;3501;SP;SE;NOVO HORIZONTE;-21,32912707;-49,29433246;0,743758701;ALTO;85.653;2.435;35,2
150101;1501;PA;N;OBIDOS;0,303770116;-57,10811963;0,605956212;MEDIO;198.914;157.598;1,3
160101;1601;AP;N;OIAPOQUE;2,424582096;-51,939192;0,653821389;MEDIO;38.094;37.152;1
310946;3109;MG;SE;OLIVEIRA;-20,7849209;-44,73544748;0,687615469;MEDIO;126.653;4.028;31,4
351557;3515;SP;SE;OSASCO;-23,4570853;-46,90949101;0,767175606;ALTO;2.062.748;685;3010,7
430527;4305;RS;S;OSORIO;-29,82593802;-50,39039067;0,727871775;ALTO;420.769;8.757;48
351040;3510;SP;SE;OURINHOS;-23,03626631;-49,56928329;0,749562438;ALTO;300.744;5.569;54
310733;3107;MG;SE;OURO PRETO;-20,34886264;-43,47476211;0,735708017;ALTO;193.042;3.149;61,3
230317;2303;CE;NE;PACAJUS;-4,15174431;-38,51030808;0,658485477;MEDIO;145.288;411;353,6
260103;2601;PE;NE;PAJEU;-7,840927173;-37,80754811;0,626211619;MEDIO;329.016;8.770;37,5
410830;4108;PR;S;PALMAS;-26,19732954;-52,06454992;0,66830811;MEDIO;90.510;5.375;16,8
270205;2702;AL;NE;PALMEIRA DOS INDIOS;-9,456314157;-36,6178247;0,594171829;BAIXO;171.327;2.397;71,5
310729;3107;MG;SE;PARA DE MINAS;-19,71206083;-44,67592975;0,722938073;ALTO;139.374;1.768;78,8
310102;3101;MG;SE;PARACATU;-17,53283512;-46,42470576;0,718110231;ALTO;231.061;35.009;6,6
150617;1506;PA;N;PARAGOMINAS;-3,450745769;-47,74661628;0,615630666;MEDIO;306.452;48.401;6,3
351353;3513;SP;SE;PARAIBUNA/PARAITINGA;-23,20862555;-45,22273817;0,696789525;MEDIO;73.087;4.417;16,5
411038;4110;PR;S;PARANAGUA;-25,43801592;-48,63278573;0,731584386;ALTO;301.405;6.055;49,8
500306;5003;MS;CO;PARANAIBA;-19,66594128;-51,76025072;0,705527819;ALTO;85.177;17.173;5
510108;5101;MT;CO;PARANATINGA;-13,5547895;-54,09901175;0,654019945;MEDIO;42.167;46.803;0,9
410101;4101;PR;S;PARANAVAI;-22,98292379;-52,71432603;0,727551334;ALTO;282.281;10.182;27,7
150619;1506;PA;N;PARAUAPEBAS;-6,240812187;-50,32794308;0,685923893;MEDIO;409.725;22.472;18,2
510104;5101;MT;CO;PARECIS;-13,57637198;-58,45126161;0,724783292;ALTO;123.844;59.584;2,1
130310;1303;AM;N;PARINTINS;-2,796293872;-58,41965271;0,611554507;MEDIO;262.857;106.945;2,5
430110;4301;RS;S;PASSO FUNDO;-28,18577915;-52,26041994;0,764988942;ALTO;363.821;7.178;50,7
311047;3110;MG;SE;PASSOS;-20,6372433;-46,68191255;0,738393972;ALTO;234.547;7.105;33
410727;4107;PR;S;PATO BRANCO;-25,98219247;-52,65366296;0,751372017;ALTO;189.303;3.883;48,8
250104;2501;PB;NE;PATOS;-7,042155162;-37,28363673;0,679418364;MEDIO;127.977;2.539;50,4
310520;3105;MG;SE;PATOS DE MINAS;-18,87375392;-46,22317005;0,741793009;ALTO;288.780;10.735;26,9
310519;3105;MG;SE;PATROCINIO;-18,75495554;-47,12195049;0,71945584;ALTO;208.630;11.986;17,4
240106;2401;RN;NE;PAU DOS FERROS;-6,25392224;-38,11236922;0,624937491;MEDIO;116.783;2.673;43,7
290205;2902;BA;NE;PAULO AFONSO;-9,227703156;-38,69138863;0,646858448;MEDIO;174.176;12.474;14
310836;3108;MG;SE;PECANHA;-18,26467137;-42,41658758;0,605181723;MEDIO;75.835;4.602;16,5
310313;3103;MG;SE;PEDRA AZUL;-16,19394694;-41,44823671;0,618256482;MEDIO;79.487;5.060;15,7
430733;4307;RS;S;PELOTAS;-31,42578045;-52,52842824;0,714317958;ALTO;476.500;10.315;46,2
270313;2703;AL;NE;PENEDO;-10,21395899;-36,56721309;0,595897014;BAIXO;119.958;1.705;70,4
260205;2602;PE;NE;PETROLINA;-8,618772524;-40,20886173;0,669335625;MEDIO;540.141;14.974;36,1
250105;2501;PB;NE;PIANCO;-7,246309836;-37,93465131;0,596633389;BAIXO;67.693;3.297;20,5
220413;2204;PI;NE;PICOS;-6,881291366;-41,96536764;0,636017195;MEDIO;207.848;10.317;20,1
351245;3512;SP;SE;PIEDADE;-23,89072654;-47,57790705;0,707615806;ALTO;195.573;4.172;46,9
210208;2102;MA;NE;PINDARE;-4,036509083;-45,89538618;0,579808752;BAIXO;570.494;36.009;15,8
220414;2204;PI;NE;PIO IX;-6,921927893;-40,75935956;0,57297917;BAIXO;56.744;4.298;13,2
350628;3506;SP;SE;PIRACICABA;-22,78758563;-47,79374778;0,775835002;ALTO;628.103;3.787;165,9
310206;3102;MG;SE;PIRAPORA;-17,03528832;-45,20234466;0,672893355;MEDIO;157.167;23.007;6,8
350729;3507;SP;SE;PIRASSUNUNGA;-21,97346651;-47,23292447;0,760933127;ALTO;187.130;1.742;107,4
520516;5205;GO;CO;PIRES DO RIO;-16,93728223;-48,47648671;0,718815189;ALTO;106.211;9.493;11,2
410828;4108;PR;S;PITANGA;-24,80785631;-52,03495903;0,661199808;MEDIO;71.779;4.892;14,7
310942;3109;MG;SE;PIUI;-20,09843656;-46,16818674;0,724389726;ALTO;85.732;7.660;11,2
311051;3110;MG;SE;POCOS DE CALDAS;-22,04358956;-46,43751099;0,742411238;ALTO;363.753;4.639;78,4
410521;4105;PR;S;PONTA GROSSA;-25,0795001;-50,01175563;0,749242895;ALTO;488.549;6.706;72,9
311260;3112;MG;SE;PONTE NOVA;-20,30326974;-42,72563793;0,660803364;MEDIO;183.685;4.869;37,7
520204;5202;GO;CO;PORANGATU;-13,94936395;-48,97618715;0,707424589;ALTO;227.740;35.191;6,5
410307;4103;PR;S;PORECATU;-22,94879625;-51,23401399;0,716029631;ALTO;79.916;2.369;33,7
150204;1502;PA;N;PORTEL;-2,232112945;-50,90038599;0,474059916;MUITO BAIXO;156.820;45.127;3,5
430526;4305;RS;S;PORTO ALEGRE;-30,06746539;-51,21433542;0,760017833;ALTO;3.586.570;5.340;671,7
210519;2105;MA;NE;PORTO FRANCO;-7,104053715;-47,02388499;0,65051941;MEDIO;109.247;14.054;7,8
170206;1702;TO;N;PORTO NACIONAL;-10,0746352;-48,13855542;0,766058071;ALTO;415.942;21.189;19,6
290732;2907;BA;NE;PORTO SEGURO;-16,9703967;-39,8858816;0,654138429;MEDIO;795.245;27.685;28,7
110101;1101;RO;N;PORTO VELHO;-9,601348809;-64,44104744;0,712713368;ALTO;568.335;65.659;8,7
311052;3110;MG;SE;POUSO ALEGRE;-22,47854923;-46,07089239;0,731645117;ALTO;395.398;4.920;80,4
210312;2103;MA;NE;PRESIDENTE DUTRA;-5,315512977;-44,30675345;0,595500933;BAIXO;190.832;6.547;29,1
350836;3508;SP;SE;PRESIDENTE PRUDENTE;-22,18794651;-51,6068293;0,769154938;ALTO;590.328;17.515;33,7
510519;5105;MT;CO;PRIMAVERA DO LESTE;-15,2843999;-54,45721447;0,751312655;ALTO;129.731;10.241;12,7
280307;2803;SE;NE;PROPRIA;-10,29174762;-36,73615075;0,607019143;MEDIO;87.446;1.028;85
410931;4109;PR;S;PRUDENTOPOLIS;-25,16276964;-50,88940025;0,664909909;MEDIO;130.346;6.066;21,5
130412;1304;AM;N;PURUS;-7,23232831;-65,72570901;0,523855608;BAIXO;81.916;186.851;0,4
520518;5205;GO;CO;QUIRINOPOLIS;-18,70267126;-51,04723421;0,723988763;ALTO;114.622;16.077;7,1
260517;2605;PE;NE;RECIFE;-8,041281868;-35,04408656;0,740219564;ALTO;3.237.566;1.251;2587,2
150621;1506;PA;N;REDENCAO;-7,368504351;-49,67174868;0,64092077;MEDIO;206.739;21.168;9,8
351455;3514;SP;SE;REGISTRO;-24,51110969;-47,90024704;0,718007012;ALTO;247.014;11.192;22,1
430319;4303;RS;S;RESTINGA SECA;-29,68332801;-53,40267504;0,70283537;ALTO;59.485;3.001;19,8
290415;2904;BA;NE;RIBEIRA DO POMBAL;-10,91644807;-38,13451014;0,564733953;BAIXO;302.368;8.804;34,3
350214;3502;SP;SE;RIBEIRAO PRETO;-21,40205033;-47,72410313;0,778499704;ALTO;1.163.084;6.008;193,6
120204;1202;AC;N;RIO BRANCO;-10,19756385;-67,77708232;0,70245367;ALTO;456.792;22.265;20,5
350626;3506;SP;SE;RIO CLARO;-22,34730226;-47,9150175;0,788184241;ALTO;261.825;2.948;88,8
330618;3306;RJ;SE;RIO DE JANEIRO;-22,80786696;-43,23350389;0,766247522;ALTO;11.391.198;4.586;2483,7
420411;4204;SC;S;RIO DO SUL;-27,12953567;-49,79231456;0,75702482;ALTO;239.160;5.264;45,4
170104;1701;TO;N;RIO FORMOSO;-11,29090035;-49,7227776;0,702619407;ALTO;127.819;51.417;2,5
130101;1301;AM;N;RIO NEGRO;-0,262176768;-64,57900209;0,63039576;MEDIO;199.275;334.705;0,6
130308;1303;AM;N;RIO PRETO DA EVA;-1,360781208;-59,96995014;0,63085555;MEDIO;55.604;31.275;1,8
520102;5201;GO;CO;RIO VERMELHO;-15,32918781;-50,76253572;0,699432127;MEDIO;88.909;20.214;4,4
510521;5105;MT;CO;RONDONOPOLIS;-16,95303987;-54,70240493;0,74181415;ALTO;330.186;25.103;13,2
210103;2101;MA;NE;ROSARIO;-2,908335646;-44,06750857;0,595275379;BAIXO;168.702;6.008;28,1
510416;5104;MT;CO;ROSARIO OESTE;-14,7256417;-55,76408744;0,640720683;MEDIO;27.893;9.305;3
150409;1504;PA;N;SALGADO;-0,744326747;-47,56117366;0,600658818;MEDIO;261.397;5.158;50,7
260102;2601;PE;NE;SALGUEIRO;-8,042754783;-39,33056358;0,627510004;MEDIO;167.887;8.744;19,2
310205;3102;MG;SE;SALINAS;-15,81337456;-42,29245174;0,626424079;MEDIO;211.265;17.825;11,9
290521;2905;BA;NE;SALVADOR;-12,69038269;-38,39261715;0,743315888;ALTO;3.297.828;2.895;1139,3
430105;4301;RS;S;SANANDUVA;-27,83059278;-51,69309097;0,720505201;ALTO;58.933;3.066;19,2
430420;4304;RS;S;SANTA CRUZ DO SUL;-29,48992706;-52,65548541;0,727387862;ALTO;331.711;5.562;59,6
430318;4303;RS;S;SANTA MARIA;-29,81172481;-54,2126339;0,762825053;ALTO;365.442;11.739;31,1
290103;2901;BA;NE;SANTA MARIA DA VITORIA;-14,09122279;-45,15441346;0,606922597;MEDIO;180.716;41.961;4,3
330308;3303;RJ;SE;SANTA MARIA MADALENA;-22,0048192;-42,06213926;0,661607623;MEDIO;28.284;1.799;15,7
230107;2301;CE;NE;SANTA QUITERIA;-4,394365188;-40,02204006;0,609978666;MEDIO;68.482;5.973;11,5
311053;3110;MG;SE;SANTA RITA DO SAPUCAI;-22,12516508;-45,6975641;0,701878445;ALTO;146.279;3.287;44,5
430101;4301;RS;S;SANTA ROSA;-27,7713545;-54,42838105;0,747437505;ALTO;163.614;3.456;47,3
320308;3203;ES;SE;SANTA TERESA;-19,95770104;-40,77353654;0,682238373;MEDIO;112.622;3.309;34
270103;2701;AL;NE;SANTANA DO IPANEMA;-9,398206283;-37,35534151;0,55772729;BAIXO;169.576;3.059;55,4
150102;1501;PA;N;SANTAREM;-2,469214092;-54,42745716;0,641777364;MEDIO;571.292;92.474;6,2
430317;4303;RS;S;SANTIAGO;-29,10754398;-54,30957461;0,728408609;ALTO;104.939;11.203;9,4
430107;4301;RS;S;SANTO ANGELO;-28,38212937;-54,74304848;0,733442991;ALTO;191.496;10.759;17,8
290520;2905;BA;NE;SANTO ANTONIO DE JESUS;-12,90251299;-39,12327322;0,64688606;MEDIO;541.504;5.652;95,8
330102;3301;RJ;SE;SANTO ANTONIO DE PADUA;-21,55588544;-42,11849256;0,706718673;ALTO;123.845;2.243;55,2
351563;3515;SP;SE;SANTOS;-23,8620631;-46,23744005;0,777231041;ALTO;1.562.680;1.358;1150,7
420207;4202;SC;S;SAO BENTO DO SUL;-26,26706333;-49,40482533;0,762912807;ALTO;135.034;1.902;71
350525;3505;SP;SE;SAO CARLOS;-21,96206535;-47,94580031;0,785989913;ALTO;342.430;3.185;107,5
150618;1506;PA;N;SAO FELIX DO XINGU;-7,154231247;-51,90993459;0,612824041;MEDIO;155.502;121.178;1,3
430525;4305;RS;S;SAO JERONIMO;-30,07181927;-51,83121269;0,709057123;ALTO;141.379;4.849;29,2
350730;3507;SP;SE;SAO JOAO DA BOA VISTA;-21,74825953;-46,89044999;0,761952788;ALTO;413.944;5.432;76,2
311158;3111;MG;SE;SAO JOAO DEL REI;-21,23405093;-44,25025315;0,719870373;ALTO;192.475;5.774;33,3
350210;3502;SP;SE;SAO JOAQUIM DA BARRA;-20,49422513;-48,07234472;0,752713917;ALTO;213.001;5.564;38,3
350104;3501;SP;SE;SAO JOSE DO RIO PRETO;-20,74571913;-49,51007243;0,775194429;ALTO;891.916;10.400;85,8
351350;3513;SP;SE;SAO JOSE DOS CAMPOS;-23,09074808;-45,76192854;0,79439716;ALTO;1.585.825;4.045;392
311054;3110;MG;SE;SAO LOURENCO;-22,06793417;-45,01583941;0,714955114;ALTO;213.743;3.833;55,8
320205;3202;ES;SE;SAO MATEUS;-18,64451281;-40,04782993;0,710825365;ALTO;201.661;4.622;43,6
410934;4109;PR;S;SAO MATEUS DO SUL;-25,86778705;-50,32353992;0,692416469;MEDIO;63.102;2.532;24,9
420101;4201;SC;S;SAO MIGUEL D'OESTE;-26,72775763;-53,50304943;0,748889055;ALTO;185.173;4.252;43,5
520101;5201;GO;CO;SAO MIGUEL DO ARAGUAIA;-13,85513523;-50,20186511;0,671204284;MEDIO;79.233;24.421;3,2
