,eleicao,codmun,vencedor,vt_dir,vt_esq,qt_secoes,codmicro,codmeso,uf,regiao,lat,long,escala_idh,escala_dens
14279,2022,4305603,ESQUERDA,55,199,1,430112,4301,RS,S,"-28,52294776","-52,99317632",ALTA,BAIXA
14280,2018,4305702,DIREITA,2549,1403,19,430108,4301,RS,S,"-28,20529578","-53,48894333",ALTA,BAIXA
14281,2018,4305702,ESQUERDA,123,224,2,430108,4301,RS,S,"-28,20529578","-53,48894333",ALTA,BAIXA
14282,2022,4305702,DIREITA,2791,1611,18,430108,4301,RS,S,"-28,20529578","-53,48894333",ALTA,BAIXA
14283,2022,4305702,ESQUERDA,80,125,1,430108,4301,RS,S,"-28,20529578","-53,48894333",ALTA,BAIXA
14284,2018,4305801,DIREITA,2653,1603,16,430103,4301,RS,S,"-27,73041109","-52,98773883",ALTA,ALTA
14285,2018,4305801,ESQUERDA,711,1217,11,430103,4301,RS,S,"-27,73041109","-52,98773883",ALTA,ALTA
14286,2022,4305801,DIREITA,2941,1818,16,430103,4301,RS,S,"-27,73041109","-52,98773883",ALTA,ALTA
14287,2022,4305801,ESQUERDA,835,1158,9,430103,4301,RS,S,"-27,73041109","-52,98773883",ALTA,ALTA
14288,2018,4305835,DIREITA,826,204,11,430421,4304,RS,S,"-29,1792568","-52,09460256",MEDIA,BAIXA
14289,2022,4305835,DIREITA,870,232,9,430421,4304,RS,S,"-29,1792568","-52,09460256",MEDIA,BAIXA
14290,2018,4305850,DIREITA,1290,535,10,430109,4301,RS,S,"-28,11742832","-52,77880085",ALTA,MUITO BAIXA
14291,2022,4305850,DIREITA,1305,670,10,430109,4301,RS,S,"-28,11742832","-52,77880085",ALTA,MUITO BAIXA
14292,2018,4305871,DIREITA,1298,667,9,430108,4301,RS,S,"-28,38454086","-54,07366243",ALTA,BAIXA
14293,2022,4305871,DIREITA,1371,708,9,430108,4301,RS,S,"-28,38454086","-54,07366243",ALTA,BAIXA
14294,2022,4305871,ESQUERDA,25,31,1,430108,4301,RS,S,"-28,38454086","-54,07366243",ALTA,BAIXA
14295,2018,4305900,DIREITA,914,694,9,430108,4301,RS,S,"-27,71787302","-53,70912811",MEDIA,BAIXA
14296,2018,4305900,EMPATE,104,104,1,430108,4301,RS,S,"-27,71787302","-53,70912811",MEDIA,BAIXA
14297,2018,4305900,ESQUERDA,917,1365,14,430108,4301,RS,S,"-27,71787302","-53,70912811",MEDIA,BAIXA
14298,2022,4305900,DIREITA,1080,834,9,430108,4301,RS,S,"-27,71787302","-53,70912811",MEDIA,BAIXA
14299,2022,4305900,ESQUERDA,1175,1596,15,430108,4301,RS,S,"-27,71787302","-53,70912811",MEDIA,BAIXA
14300,2018,4305934,DIREITA,942,225,7,430216,4302,RS,S,"-29,27271008","-51,6849346",ALTA,BAIXA
14301,2022,4305934,DIREITA,975,275,6,430216,4302,RS,S,"-29,27271008","-51,6849346",ALTA,BAIXA
14302,2018,4305959,DIREITA,2252,493,12,430216,4302,RS,S,"-28,99857643","-51,69643368",ALTA,MEDIA
14303,2022,4305959,DIREITA,2261,668,12,430216,4302,RS,S,"-28,99857643","-51,69643368",ALTA,MEDIA
14304,2018,4305975,DIREITA,1021,704,9,430110,4301,RS,S,"-28,12134171","-52,30027783",ALTA,MUITO BAIXA
14305,2018,4305975,ESQUERDA,138,143,1,430110,4301,RS,S,"-28,12134171","-52,30027783",ALTA,MUITO BAIXA
14306,2022,4305975,DIREITA,953,658,8,430110,4301,RS,S,"-28,12134171","-52,30027783",ALTA,MUITO BAIXA
14307,2022,4305975,ESQUERDA,316,325,2,430110,4301,RS,S,"-28,12134171","-52,30027783",ALTA,MUITO BAIXA
14308,2018,4306007,DIREITA,3636,2232,33,430102,4301,RS,S,"-27,49801227","-54,10003491",ALTA,ALTA
14309,2018,4306007,ESQUERDA,865,1238,17,430102,4301,RS,S,"-27,49801227","-54,10003491",ALTA,ALTA
14310,2022,4306007,DIREITA,3661,2442,29,430102,4301,RS,S,"-27,49801227","-54,10003491",ALTA,ALTA
14311,2022,4306007,EMPATE,121,121,2,430102,4301,RS,S,"-27,49801227","-54,10003491",ALTA,ALTA
14312,2022,4306007,ESQUERDA,862,1227,14,430102,4301,RS,S,"-27,49801227","-54,10003491",ALTA,ALTA
14313,2018,4306056,DIREITA,2265,1598,16,430733,4307,RS,S,"-30,99934519","-52,0494104",MEDIA,BAIXA
14314,2018,4306056,ESQUERDA,229,378,3,430733,4307,RS,S,"-30,99934519","-52,0494104",MEDIA,BAIXA
14315,2022,4306056,DIREITA,1792,1380,12,430733,4307,RS,S,"-30,99934519","-52,0494104",MEDIA,BAIXA
14316,2022,4306056,ESQUERDA,699,895,7,430733,4307,RS,S,"-30,99934519","-52,0494104",MEDIA,BAIXA
14317,2018,4306072,ESQUERDA,758,1149,11,430103,4301,RS,S,"-27,45362957","-53,2491845",MEDIA,MEDIA
14318,2022,4306072,DIREITA,469,437,3,430103,4301,RS,S,"-27,45362957","-53,2491845",MEDIA,MEDIA
14319,2022,4306072,EMPATE,44,44,1,430103,4301,RS,S,"-27,45362957","-53,2491845",MEDIA,MEDIA
14320,2022,4306072,ESQUERDA,412,656,7,430103,4301,RS,S,"-27,45362957","-53,2491845",MEDIA,MEDIA
14321,2018,4306106,DIREITA,19158,11211,145,430111,4301,RS,S,"-28,64244661","-53,60524076",ALTA,ALTA
14322,2018,4306106,ESQUERDA,1468,1923,16,430111,4301,RS,S,"-28,64244661","-53,60524076",ALTA,ALTA
14323,2022,4306106,DIREITA,13970,9526,104,430111,4301,RS,S,"-28,64244661","-53,60524076",ALTA,ALTA
14324,2022,4306106,EMPATE,104,104,1,430111,4301,RS,S,"-28,64244661","-53,60524076",ALTA,ALTA
14325,2022,4306106,ESQUERDA,5121,6724,51,430111,4301,RS,S,"-28,64244661","-53,60524076",ALTA,ALTA
14326,2018,4306130,DIREITA,1053,449,10,430104,4301,RS,S,"-27,66488811","-52,64814299",ALTA,MUITO BAIXA
14327,2018,4306130,ESQUERDA,68,75,1,430104,4301,RS,S,"-27,66488811","-52,64814299",ALTA,MUITO BAIXA
14328,2022,4306130,DIREITA,1142,541,11,430104,4301,RS,S,"-27,66488811","-52,64814299",ALTA,MUITO BAIXA
14329,2018,4306205,DIREITA,4993,2147,39,430421,4304,RS,S,"-29,50829097","-51,99157589",ALTA,MUITO ALTA
14330,2022,4306205,DIREITA,4873,2583,37,430421,4304,RS,S,"-29,50829097","-51,99157589",ALTA,MUITO ALTA
14331,2022,4306205,ESQUERDA,148,152,2,430421,4304,RS,S,"-29,50829097","-51,99157589",ALTA,MUITO ALTA
14332,2018,4306304,DIREITA,1535,928,10,430110,4301,RS,S,"-28,38461153","-51,85224906",ALTA,MEDIA
14333,2018,4306304,ESQUERDA,273,321,3,430110,4301,RS,S,"-28,38461153","-51,85224906",ALTA,MEDIA
14334,2022,4306304,DIREITA,1820,1083,10,430110,4301,RS,S,"-28,38461153","-51,85224906",ALTA,MEDIA
14335,2022,4306304,ESQUERDA,201,221,2,430110,4301,RS,S,"-28,38461153","-51,85224906",ALTA,MEDIA
14336,2018,4306320,DIREITA,891,679,10,430102,4301,RS,S,"-27,26539094","-53,86511946",ALTA,MUITO BAIXA
14337,2018,4306320,ESQUERDA,185,281,6,430102,4301,RS,S,"-27,26539094","-53,86511946",ALTA,MUITO BAIXA
14338,2022,4306320,DIREITA,798,593,8,430102,4301,RS,S,"-27,26539094","-53,86511946",ALTA,MUITO BAIXA
14339,2022,4306320,ESQUERDA,332,441,7,430102,4301,RS,S,"-27,26539094","-53,86511946",ALTA,MUITO BAIXA
14340,2018,4306353,DIREITA,464,357,5,430107,4301,RS,S,"-28,22687644","-55,0482085",MEDIA,BAIXA
14341,2018,4306353,ESQUERDA,435,575,7,430107,4301,RS,S,"-28,22687644","-55,0482085",MEDIA,BAIXA
14342,2022,4306353,DIREITA,361,300,3,430107,4301,RS,S,"-28,22687644","-55,0482085",MEDIA,BAIXA
14343,2022,4306353,ESQUERDA,525,805,9,430107,4301,RS,S,"-28,22687644","-55,0482085",MEDIA,BAIXA
14344,2018,4306379,DIREITA,1041,691,10,430318,4303,RS,S,"-29,70196391","-54,21356038",MEDIA,MUITO BAIXA
14345,2018,4306379,ESQUERDA,127,174,3,430318,4303,RS,S,"-29,70196391","-54,21356038",MEDIA,MUITO BAIXA
14346,2022,4306379,DIREITA,1131,871,10,430318,4303,RS,S,"-29,70196391","-54,21356038",MEDIA,MUITO BAIXA
14347,2022,4306379,ESQUERDA,136,220,3,430318,4303,RS,S,"-29,70196391","-54,21356038",MEDIA,MUITO BAIXA
14348,2018,4306403,DIREITA,12858,4839,68,430524,4305,RS,S,"-29,58415878","-51,08761931",ALTA,MUITO ALTA
14349,2018,4306403,ESQUERDA,513,644,5,430524,4305,RS,S,"-29,58415878","-51,08761931",ALTA,MUITO ALTA
14350,2022,4306403,DIREITA,12930,5735,75,430524,4305,RS,S,"-29,58415878","-51,08761931",ALTA,MUITO ALTA
14351,2022,4306403,ESQUERDA,768,971,8,430524,4305,RS,S,"-29,58415878","-51,08761931",ALTA,MUITO ALTA
14352,2018,4306429,DIREITA,112,45,1,430103,4301,RS,S,"-27,65753673","-53,53086462",MEDIA,MUITO BAIXA
14353,2018,4306429,ESQUERDA,561,764,7,430103,4301,RS,S,"-27,65753673","-53,53086462",MEDIA,MUITO BAIXA
14354,2022,4306429,DIREITA,163,75,2,430103,4301,RS,S,"-27,65753673","-53,53086462",MEDIA,MUITO BAIXA
14355,2022,4306429,ESQUERDA,586,760,6,430103,4301,RS,S,"-27,65753673","-53,53086462",MEDIA,MUITO BAIXA
14356,2018,4306452,DIREITA,1737,480,9,430214,4302,RS,S,"-28,97520539","-51,83510299",ALTA,MEDIA
14357,2022,4306452,DIREITA,1907,581,9,430214,4302,RS,S,"-28,97520539","-51,83510299",ALTA,MEDIA
14358,2018,4306502,DIREITA,2155,1625,17,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14359,2018,4306502,EMPATE,82,82,1,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14360,2018,4306502,ESQUERDA,1521,2146,18,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14361,2022,4306502,DIREITA,1859,1505,15,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14362,2022,4306502,EMPATE,135,135,1,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14363,2022,4306502,ESQUERDA,1752,2632,20,430528,4305,RS,S,"-30,70859843","-52,10393358",BAIXA,MUITO BAIXA
14364,2018,4306551,DIREITA,1326,573,11,430527,4305,RS,S,"-29,37018708","-49,84954996",MEDIA,MEDIA
14365,2022,4306551,DIREITA,1273,759,11,430527,4305,RS,S,"-29,37018708","-49,84954996",MEDIA,MEDIA
14366,2018,4306601,DIREITA,6248,4204,62,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14367,2018,4306601,EMPATE,112,112,1,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14368,2018,4306601,ESQUERDA,3772,5241,48,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14369,2022,4306601,DIREITA,4053,2733,40,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14370,2022,4306601,EMPATE,71,71,1,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14371,2022,4306601,ESQUERDA,5754,8515,69,430631,4306,RS,S,"-30,98126706","-54,67413018",ALTA,MUITO BAIXA
14372,2018,4306700,DIREITA,1241,823,10,430319,4303,RS,S,"-29,62485249","-53,36233318",MEDIA,MEDIA
14373,2018,4306700,ESQUERDA,122,125,1,430319,4303,RS,S,"-29,62485249","-53,36233318",MEDIA,MEDIA
14374,2022,4306700,DIREITA,850,522,7,430319,4303,RS,S,"-29,62485249","-53,36233318",MEDIA,MEDIA
14375,2022,4306700,ESQUERDA,466,570,4,430319,4303,RS,S,"-29,62485249","-53,36233318",MEDIA,MEDIA
14376,2018,4306734,DIREITA,1773,921,14,430102,4301,RS,S,"-27,50921261","-54,35826799",ALTA,BAIXA
14377,2018,4306734,EMPATE,61,61,1,430102,4301,RS,S,"-27,50921261","-54,35826799",ALTA,BAIXA
14378,2018,4306734,ESQUERDA,171,253,3,430102,4301,RS,S,"-27,50921261","-54,35826799",ALTA,BAIXA
14379,2022,4306734,DIREITA,2000,975,15,430102,4301,RS,S,"-27,50921261","-54,35826799",ALTA,BAIXA
14380,2022,4306734,ESQUERDA,103,166,2,430102,4301,RS,S,"-27,50921261","-54,35826799",ALTA,BAIXA
14381,2018,4306759,DIREITA,1126,388,8,430421,4304,RS,S,"-29,09903106","-51,98490439",ALTA,BAIXA
14382,2022,4306759,DIREITA,1201,502,8,430421,4304,RS,S,"-29,09903106","-51,98490439",ALTA,BAIXA
14383,2018,4306767,DIREITA,9335,6327,70,430526,4305,RS,S,"-29,99929259","-51,31041893",ALTA,MUITO ALTA
14384,2018,4306767,ESQUERDA,370,531,5,430526,4305,RS,S,"-29,99929259","-51,31041893",ALTA,MUITO ALTA
14385,2022,4306767,DIREITA,6766,5574,45,430526,4305,RS,S,"-29,99929259","-51,31041893",ALTA,MUITO ALTA
14386,2022,4306767,EMPATE,126,126,1,430526,4305,RS,S,"-29,99929259","-51,31041893",ALTA,MUITO ALTA
14387,2022,4306767,ESQUERDA,3544,4210,29,430526,4305,RS,S,"-29,99929259","-51,31041893",ALTA,MUITO ALTA
14388,2018,4306809,DIREITA,9795,3029,57,430421,4304,RS,S,"-29,23991721","-51,87302313",ALTA,MUITO ALTA
14389,2018,4306809,ESQUERDA,102,111,1,430421,4304,RS,S,"-29,23991721","-51,87302313",ALTA,MUITO ALTA
14390,2022,4306809,DIREITA,9373,4016,56,430421,4304,RS,S,"-29,23991721","-51,87302313",ALTA,MUITO ALTA
14391,2022,4306809,ESQUERDA,171,202,2,430421,4304,RS,S,"-29,23991721","-51,87302313",ALTA,MUITO ALTA
14392,2018,4306908,DIREITA,3503,2681,33,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14393,2018,4306908,EMPATE,52,52,1,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14394,2018,4306908,ESQUERDA,2561,4308,40,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14395,2022,4306908,DIREITA,1121,962,10,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14396,2022,4306908,EMPATE,149,149,2,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14397,2022,4306908,ESQUERDA,4570,7302,60,430732,4307,RS,S,"-30,54365732","-52,52204539",MEDIA,MUITO BAIXA
14398,2018,4306924,DIREITA,371,260,3,430103,4301,RS,S,"-27,70858652","-52,9119205",ALTA,BAIXA
14399,2018,4306924,ESQUERDA,42,218,1,430103,4301,RS,S,"-27,70858652","-52,9119205",ALTA,BAIXA
14400,2022,4306924,DIREITA,355,286,3,430103,4301,RS,S,"-27,70858652","-52,9119205",ALTA,BAIXA
14401,2022,4306924,ESQUERDA,64,248,1,430103,4301,RS,S,"-27,70858652","-52,9119205",ALTA,BAIXA
14402,2018,4306932,DIREITA,2854,1997,22,430107,4301,RS,S,"-28,36279428","-54,27143185",MEDIA,BAIXA
14403,2018,4306932,EMPATE,37,37,1,430107,4301,RS,S,"-28,36279428","-54,27143185",MEDIA,BAIXA
14404,2018,4306932,ESQUERDA,234,368,5,430107,4301,RS,S,"-28,36279428","-54,27143185",MEDIA,BAIXA
14405,2022,4306932,DIREITA,2586,2013,20,430107,4301,RS,S,"-28,36279428","-54,27143185",MEDIA,BAIXA
14406,2022,4306932,ESQUERDA,601,671,6,430107,4301,RS,S,"-28,36279428","-54,27143185",MEDIA,BAIXA
14407,2018,4306957,DIREITA,804,682,7,430104,4301,RS,S,"-27,52885793","-52,73506795",ALTA,MEDIA
14408,2018,4306957,ESQUERDA,210,228,2,430104,4301,RS,S,"-27,52885793","-52,73506795",ALTA,MEDIA
14409,2022,4306957,DIREITA,521,430,4,430104,4301,RS,S,"-27,52885793","-52,73506795",ALTA,MEDIA
14410,2022,4306957,EMPATE,113,113,1,430104,4301,RS,S,"-27,52885793","-52,73506795",ALTA,MEDIA
14411,2022,4306957,ESQUERDA,418,486,4,430104,4301,RS,S,"-27,52885793","-52,73506795",ALTA,MEDIA
14412,2018,4306973,DIREITA,1120,635,7,430104,4301,RS,S,"-27,84919594","-52,2997114",ALTA,BAIXA
14413,2018,4306973,ESQUERDA,29,130,1,430104,4301,RS,S,"-27,84919594","-52,2997114",ALTA,BAIXA
14414,2022,4306973,DIREITA,1200,668,7,430104,4301,RS,S,"-27,84919594","-52,2997114",ALTA,BAIXA
14415,2022,4306973,ESQUERDA,49,135,1,430104,4301,RS,S,"-27,84919594","-52,2997114",ALTA,BAIXA
14416,2018,4307005,DIREITA,41582,15605,230,430104,4301,RS,S,"-27,63340581","-52,2758769",ALTA,MUITO ALTA
14417,2018,4307005,ESQUERDA,778,922,7,430104,4301,RS,S,"-27,63340581","-52,2758769",ALTA,MUITO ALTA
14418,2022,4307005,DIREITA,41622,19701,230,430104,4301,RS,S,"-27,63340581","-52,2758769",ALTA,MUITO ALTA
14419,2022,4307005,ESQUERDA,1271,1463,14,430104,4301,RS,S,"-27,63340581","-52,2758769",ALTA,MUITO ALTA
14420,2018,4307054,DIREITA,1284,853,11,430110,4301,RS,S,"-28,49715469","-52,57217621",ALTA,BAIXA
14421,2022,4307054,DIREITA,1298,1042,10,430110,4301,RS,S,"-28,49715469","-52,57217621",ALTA,BAIXA
14422,2018,4307104,DIREITA,38,24,1,430734,4307,RS,S,"-32,02674355","-53,39433786",MEDIA,MUITO BAIXA
14423,2018,4307104,ESQUERDA,1214,2355,21,430734,4307,RS,S,"-32,02674355","-53,39433786",MEDIA,MUITO BAIXA
14424,2022,4307104,ESQUERDA,1203,2585,19,430734,4307,RS,S,"-32,02674355","-53,39433786",MEDIA,MUITO BAIXA
14425,2018,4307203,DIREITA,983,769,7,430104,4301,RS,S,"-27,39333667","-52,57011205",MEDIA,BAIXA
14426,2018,4307203,ESQUERDA,547,905,10,430104,4301,RS,S,"-27,39333667","-52,57011205",MEDIA,BAIXA
14427,2022,4307203,DIREITA,900,777,6,430104,4301,RS,S,"-27,39333667","-52,57011205",MEDIA,BAIXA
14428,2022,4307203,ESQUERDA,700,1040,10,430104,4301,RS,S,"-27,39333667","-52,57011205",MEDIA,BAIXA
14429,2018,4307302,DIREITA,1502,1134,12,430103,4301,RS,S,"-27,54941713","-53,50957308",MEDIA,BAIXA
14430,2018,4307302,ESQUERDA,438,1127,15,430103,4301,RS,S,"-27,54941713","-53,50957308",MEDIA,BAIXA
14431,2022,4307302,DIREITA,1327,1030,9,430103,4301,RS,S,"-27,54941713","-53,50957308",MEDIA,BAIXA
14432,2022,4307302,ESQUERDA,734,1345,16,430103,4301,RS,S,"-27,54941713","-53,50957308",MEDIA,BAIXA
14433,2018,4307401,DIREITA,1050,662,9,430215,4302,RS,S,"-28,05727635","-51,18879366",MEDIA,MUITO BAIXA
14434,2018,4307401,ESQUERDA,56,122,2,430215,4302,RS,S,"-28,05727635","-51,18879366",MEDIA,MUITO BAIXA
14435,2022,4307401,DIREITA,1090,795,9,430215,4302,RS,S,"-28,05727635","-51,18879366",MEDIA,MUITO BAIXA
14436,2022,4307401,ESQUERDA,63,155,2,430215,4302,RS,S,"-28,05727635","-51,18879366",MEDIA,MUITO BAIXA
14437,2018,4307450,DIREITA,597,465,5,430102,4301,RS,S,"-27,35994361","-53,99276782",MEDIA,MEDIA
14438,2018,4307450,ESQUERDA,403,731,8,430102,4301,RS,S,"-27,35994361","-53,99276782",MEDIA,MEDIA
14439,2022,4307450,DIREITA,395,323,3,430102,4301,RS,S,"-27,35994361","-53,99276782",MEDIA,MEDIA
14440,2022,4307450,ESQUERDA,682,1017,9,430102,4301,RS,S,"-27,35994361","-53,99276782",MEDIA,MEDIA
14441,2018,4307500,DIREITA,4837,2525,31,430111,4301,RS,S,"-28,73144514","-52,84192697",ALTA,BAIXA
14442,2018,4307500,ESQUERDA,861,1326,11,430111,4301,RS,S,"-28,73144514","-52,84192697",ALTA,BAIXA
14443,2022,4307500,DIREITA,4869,2815,30,430111,4301,RS,S,"-28,73144514","-52,84192697",ALTA,BAIXA
14444,2022,4307500,ESQUERDA,1109,1520,12,430111,4301,RS,S,"-28,73144514","-52,84192697",ALTA,BAIXA
14445,2018,4307559,DIREITA,2684,1130,17,430104,4301,RS,S,"-27,90900634","-52,2704858",ALTA,ALTA
14446,2022,4307559,DIREITA,2768,1257,16,430104,4301,RS,S,"-27,90900634","-52,2704858",ALTA,ALTA
14447,2018,4307609,DIREITA,20689,5921,101,430526,4305,RS,S,"-29,65014797","-51,17429392",ALTA,MUITO ALTA
14448,2022,4307609,DIREITA,20924,8427,107,430526,4305,RS,S,"-29,65014797","-51,17429392",ALTA,MUITO ALTA
14449,2018,4307708,DIREITA,30073,18445,212,430526,4305,RS,S,"-29,8521863","-51,14383734",ALTA,MUITO ALTA
14450,2018,4307708,ESQUERDA,370,384,3,430526,4305,RS,S,"-29,8521863","-51,14383734",ALTA,MUITO ALTA
14451,2022,4307708,DIREITA,15233,12546,119,430526,4305,RS,S,"-29,8521863","-51,14383734",ALTA,MUITO ALTA
14452,2022,4307708,EMPATE,225,225,2,430526,4305,RS,S,"-29,8521863","-51,14383734",ALTA,MUITO ALTA
14453,2022,4307708,ESQUERDA,10678,12377,94,430526,4305,RS,S,"-29,8521863","-51,14383734",ALTA,MUITO ALTA
14454,2018,4307807,DIREITA,14841,4327,85,430421,4304,RS,S,"-29,50347188","-51,97026029",ALTA,MUITO ALTA
14455,2022,4307807,DIREITA,14439,5562,81,430421,4304,RS,S,"-29,50347188","-51,97026029",ALTA,MUITO ALTA
14456,2018,4307815,DIREITA,1141,742,11,430420,4304,RS,S,"-29,17966136","-53,16029378",MEDIA,BAIXA
14457,2018,4307815,ESQUERDA,118,207,4,430420,4304,RS,S,"-29,17966136","-53,16029378",MEDIA,BAIXA
14458,2022,4307815,DIREITA,1138,813,12,430420,4304,RS,S,"-29,17966136","-53,16029378",MEDIA,BAIXA
14459,2022,4307815,ESQUERDA,192,235,3,430420,4304,RS,S,"-29,17966136","-53,16029378",MEDIA,BAIXA
14460,2018,4307831,DIREITA,1002,622,7,430107,4301,RS,S,"-28,52505976","-54,14811262",ALTA,MUITO BAIXA
14461,2018,4307831,ESQUERDA,55,57,1,430107,4301,RS,S,"-28,52505976","-54,14811262",ALTA,MUITO BAIXA
14462,2022,4307831,DIREITA,1115,721,7,430107,4301,RS,S,"-28,52505976","-54,14811262",ALTA,MUITO BAIXA
14463,2022,4307831,ESQUERDA,66,69,1,430107,4301,RS,S,"-28,52505976","-54,14811262",ALTA,MUITO BAIXA
14464,2018,4307864,DIREITA,1559,296,7,430216,4302,RS,S,"-28,88213431","-51,69144875",ALTA,BAIXA
14465,2022,4307864,DIREITA,1633,430,8,430216,4302,RS,S,"-28,88213431","-51,69144875",ALTA,BAIXA
14466,2018,4307906,DIREITA,34114,8491,171,430216,4302,RS,S,"-29,22367919","-51,34834957",ALTA,MUITO ALTA
14467,2022,4307906,DIREITA,34359,11728,176,430216,4302,RS,S,"-29,22367919","-51,34834957",ALTA,MUITO ALTA
14468,2018,4308003,DIREITA,2329,1045,17,430319,4303,RS,S,"-29,57432954","-53,43906482",ALTA,ALTA
14469,2018,4308003,ESQUERDA,366,534,4,430319,4303,RS,S,"-29,57432954","-53,43906482",ALTA,ALTA
14470,2022,4308003,DIREITA,2245,1141,15,430319,4303,RS,S,"-29,57432954","-53,43906482",ALTA,ALTA
14471,2022,4308003,ESQUERDA,498,693,6,430319,4303,RS,S,"-29,57432954","-53,43906482",ALTA,ALTA
14472,2018,4308052,DIREITA,815,494,6,430104,4301,RS,S,"-27,42541551","-52,67059124",MEDIA,BAIXA
14473,2018,4308052,ESQUERDA,176,231,2,430104,4301,RS,S,"-27,42541551","-52,67059124",MEDIA,BAIXA
14474,2022,4308052,DIREITA,907,515,6,430104,4301,RS,S,"-27,42541551","-52,67059124",MEDIA,BAIXA
14475,2022,4308052,ESQUERDA,219,232,2,430104,4301,RS,S,"-27,42541551","-52,67059124",MEDIA,BAIXA
14476,2018,4308078,DIREITA,1525,861,12,430421,4304,RS,S,"-29,58857453","-51,82118304",MEDIA,ALTA
14477,2022,4308078,DIREITA,1570,1107,12,430421,4304,RS,S,"-29,58857453","-51,82118304",MEDIA,ALTA
14478,2022,4308078,ESQUERDA,23,25,1,430421,4304,RS,S,"-29,58857453","-51,82118304",MEDIA,ALTA
14479,2018,4308102,DIREITA,6167,2103,38,430523,4305,RS,S,"-29,45397093","-51,31010214",ALTA,MUITO ALTA
14480,2022,4308102,DIREITA,6148,2822,35,430523,4305,RS,S,"-29,45397093","-51,31010214",ALTA,MUITO ALTA
14481,2018,4308201,DIREITA,16466,2268,76,430216,4302,RS,S,"-29,03114214","-51,18222058",ALTA,MUITO ALTA
14482,2022,4308201,DIREITA,16910,3691,78,430216,4302,RS,S,"-29,03114214","-51,18222058",ALTA,MUITO ALTA
14483,2018,4308250,DIREITA,491,357,4,430104,4301,RS,S,"-27,86250928","-52,0856071",MEDIA,MUITO BAIXA
14484,2018,4308250,ESQUERDA,244,342,4,430104,4301,RS,S,"-27,86250928","-52,0856071",MEDIA,MUITO BAIXA
14485,2022,4308250,DIREITA,574,358,4,430104,4301,RS,S,"-27,86250928","-52,0856071",MEDIA,MUITO BAIXA
14486,2022,4308250,ESQUERDA,259,329,3,430104,4301,RS,S,"-27,86250928","-52,0856071",MEDIA,MUITO BAIXA
14487,2018,4308300,DIREITA,517,470,4,430113,4301,RS,S,"-28,98216779","-52,34495318",MEDIA,BAIXA
14488,2018,4308300,EMPATE,146,146,1,430113,4301,RS,S,"-28,98216779","-52,34495318",MEDIA,BAIXA
14489,2018,4308300,ESQUERDA,1741,2738,25,430113,4301,RS,S,"-28,98216779","-52,34495318",MEDIA,BAIXA
14490,2022,4308300,DIREITA,430,407,5,430113,4301,RS,S,"-28,98216779","-52,34495318",MEDIA,BAIXA
14491,2022,4308300,ESQUERDA,2290,3277,27,430113,4301,RS,S,"-28,98216779","-52,34495318",MEDIA,BAIXA
14492,2018,4308409,DIREITA,1672,1146,12,430319,4303,RS,S,"-29,99763382","-53,50029441",MEDIA,BAIXA
14493,2018,4308409,ESQUERDA,544,760,8,430319,4303,RS,S,"-29,99763382","-53,50029441",MEDIA,BAIXA
14494,2022,4308409,DIREITA,1084,859,8,430319,4303,RS,S,"-29,99763382","-53,50029441",MEDIA,BAIXA
14495,2022,4308409,ESQUERDA,978,1399,12,430319,4303,RS,S,"-29,99763382","-53,50029441",MEDIA,BAIXA
14496,2018,4308433,DIREITA,1178,386,9,430421,4304,RS,S,"-29,38063378","-52,09691706",MEDIA,MEDIA
14497,2018,4308433,ESQUERDA,134,174,3,430421,4304,RS,S,"-29,38063378","-52,09691706",MEDIA,MEDIA
14498,2022,4308433,DIREITA,1242,493,10,430421,4304,RS,S,"-29,38063378","-52,09691706",MEDIA,MEDIA
14499,2022,4308433,ESQUERDA,127,143,2,430421,4304,RS,S,"-29,38063378","-52,09691706",MEDIA,MEDIA
14500,2018,4308458,DIREITA,1644,1037,13,430111,4301,RS,S,"-28,78788297","-53,23552326",ALTA,MUITO BAIXA
14501,2018,4308458,ESQUERDA,100,126,2,430111,4301,RS,S,"-28,78788297","-53,23552326",ALTA,MUITO BAIXA
