,codra,pais,mes,ano,diasem,conexoes,dispositivos
29503,16,Chile,08,2021,qua,29,3
29504,16,Chile,08,2021,qui,23,3
29505,16,Chile,08,2021,seg,17,3
29506,16,Chile,08,2021,sex,14,2
29507,16,Chile,08,2021,ter,27,3
29508,16,Chile,09,2020,ter,2,1
29509,16,Chile,09,2021,dom,1,1
29510,16,Chile,09,2021,qua,9,5
29511,16,Chile,09,2021,qui,6,3
29512,16,Chile,09,2021,sab,20,4
29513,16,Chile,09,2021,seg,2,2
29514,16,Chile,09,2021,sex,6,5
29515,16,Chile,09,2021,ter,19,4
29516,16,Chile,10,2020,dom,3,1
29517,16,Chile,10,2020,qua,7,2
29518,16,Chile,10,2020,qui,1,1
29519,16,Chile,10,2020,sab,16,3
29520,16,Chile,10,2020,seg,3,2
29521,16,Chile,10,2020,sex,4,3
29522,16,Chile,10,2020,ter,1,1
29523,16,Chile,10,2021,dom,2,2
29524,16,Chile,10,2021,qua,2,2
29525,16,Chile,10,2021,qui,2,2
29526,16,Chile,10,2021,sab,2,2
29527,16,Chile,10,2021,seg,10,4
29528,16,Chile,10,2021,sex,9,5
29529,16,Chile,10,2021,ter,11,5
29530,16,Chile,11,2020,dom,3,2
29531,16,Chile,11,2020,qua,2,1
29532,16,Chile,11,2020,qui,12,4
29533,16,Chile,11,2020,sab,1,1
29534,16,Chile,11,2020,seg,5,4
29535,16,Chile,11,2020,sex,3,2
29536,16,Chile,12,2020,dom,19,6
29537,16,Chile,12,2020,qua,15,9
29538,16,Chile,12,2020,qui,21,10
29539,16,Chile,12,2020,sab,12,8
29540,16,Chile,12,2020,seg,11,10
29541,16,Chile,12,2020,sex,11,6
29542,16,Chile,12,2020,ter,16,7
29543,16,China,01,2021,dom,14,4
29544,16,China,01,2021,qua,1,1
29545,16,China,01,2021,qui,5,4
29546,16,China,01,2021,sab,9,4
29547,16,China,01,2021,seg,7,4
29548,16,China,01,2021,sex,8,4
29549,16,China,01,2021,ter,3,2
29550,16,China,02,2021,dom,9,1
29551,16,China,02,2021,qui,1,1
29552,16,China,02,2021,sab,9,2
29553,16,China,02,2021,seg,2,2
29554,16,China,02,2021,sex,1,1
29555,16,China,02,2021,ter,4,3
29556,16,China,03,2021,dom,16,2
29557,16,China,03,2021,qua,25,4
29558,16,China,03,2021,qui,15,2
29559,16,China,03,2021,sab,4,2
29560,16,China,03,2021,seg,7,3
29561,16,China,03,2021,ter,41,9
29562,16,China,04,2020,qui,3,1
29563,16,China,04,2021,dom,21,3
29564,16,China,04,2021,qua,19,3
29565,16,China,04,2021,qui,12,4
29566,16,China,04,2021,sab,6,4
29567,16,China,04,2021,seg,9,4
29568,16,China,04,2021,sex,16,2
29569,16,China,04,2021,ter,7,3
29570,16,China,05,2020,dom,48,4
29571,16,China,05,2020,qua,9,2
29572,16,China,05,2020,qui,18,4
29573,16,China,05,2020,sab,41,3
29574,16,China,05,2020,seg,47,4
29575,16,China,05,2020,sex,62,4
29576,16,China,05,2020,ter,28,3
29577,16,China,05,2021,dom,15,5
29578,16,China,05,2021,qua,49,10
29579,16,China,05,2021,qui,41,8
29580,16,China,05,2021,sab,27,7
29581,16,China,05,2021,seg,52,8
29582,16,China,05,2021,sex,38,8
29583,16,China,05,2021,ter,13,6
29584,16,China,06,2020,dom,5,1
29585,16,China,06,2020,qua,34,3
29586,16,China,06,2020,qui,27,3
29587,16,China,06,2020,sab,2,1
29588,16,China,06,2020,seg,51,5
29589,16,China,06,2020,sex,30,2
29590,16,China,06,2020,ter,38,4
29591,16,China,06,2021,dom,23,4
29592,16,China,06,2021,qua,58,10
29593,16,China,06,2021,qui,33,9
29594,16,China,06,2021,sab,34,4
29595,16,China,06,2021,seg,9,6
29596,16,China,06,2021,sex,27,7
29597,16,China,06,2021,ter,42,8
29598,16,China,07,2020,dom,9,2
29599,16,China,07,2020,qua,35,4
29600,16,China,07,2020,qui,26,8
29601,16,China,07,2020,sab,1,1
29602,16,China,07,2020,seg,5,1
29603,16,China,07,2020,sex,3,3
29604,16,China,07,2020,ter,2,1
29605,16,China,07,2021,dom,18,3
29606,16,China,07,2021,qua,5,1
29607,16,China,07,2021,qui,44,5
29608,16,China,07,2021,sab,20,2
29609,16,China,07,2021,sex,39,3
29610,16,China,07,2021,ter,18,1
29611,16,China,08,2020,dom,14,3
29612,16,China,08,2020,qua,6,3
29613,16,China,08,2020,qui,21,4
29614,16,China,08,2020,sab,13,3
29615,16,China,08,2020,seg,32,7
29616,16,China,08,2020,sex,29,5
29617,16,China,08,2020,ter,5,3
29618,16,China,08,2021,dom,62,6
29619,16,China,08,2021,qua,50,7
29620,16,China,08,2021,qui,34,8
29621,16,China,08,2021,sab,46,5
29622,16,China,08,2021,seg,30,8
29623,16,China,08,2021,sex,38,7
29624,16,China,08,2021,ter,45,5
29625,16,China,09,2020,qui,2,1
29626,16,China,09,2020,seg,2,1
29627,16,China,09,2020,sex,1,1
29628,16,China,09,2020,ter,1,1
29629,16,China,09,2021,dom,32,4
29630,16,China,09,2021,qua,62,10
29631,16,China,09,2021,qui,41,4
29632,16,China,09,2021,sab,33,6
29633,16,China,09,2021,seg,47,6
29634,16,China,09,2021,sex,44,5
29635,16,China,09,2021,ter,34,5
29636,16,China,10,2020,dom,1,1
29637,16,China,10,2020,qua,1,1
29638,16,China,10,2020,qui,1,1
29639,16,China,10,2020,sab,12,3
29640,16,China,10,2020,ter,2,2
29641,16,China,10,2021,dom,59,11
29642,16,China,10,2021,qua,51,8
29643,16,China,10,2021,qui,27,4
29644,16,China,10,2021,sab,32,6
29645,16,China,10,2021,seg,92,10
29646,16,China,10,2021,sex,27,3
29647,16,China,10,2021,ter,117,12
29648,16,China,11,2020,dom,11,2
29649,16,China,11,2020,sab,3,2
29650,16,China,11,2020,seg,10,1
29651,16,China,11,2020,ter,1,1
29652,16,China,12,2020,seg,5,2
29653,16,China,12,2020,ter,1,1
29654,16,Colombia,01,2021,dom,2,2
29655,16,Colombia,01,2021,sab,1,1
29656,16,Colombia,02,2021,qui,1,1
29657,16,Colombia,03,2021,qua,2,1
29658,16,Colombia,03,2021,ter,3,1
29659,16,Colombia,05,2021,dom,2,1
29660,16,Colombia,05,2021,qua,4,1
29661,16,Colombia,05,2021,qui,2,1
29662,16,Colombia,05,2021,seg,4,1
29663,16,Colombia,05,2021,sex,1,1
29664,16,Colombia,06,2020,dom,1,1
29665,16,Colombia,06,2020,sex,1,1
29666,16,Colombia,06,2021,qua,1,1
29667,16,Colombia,06,2021,sab,21,4
29668,16,Colombia,06,2021,seg,1,1
29669,16,Colombia,06,2021,sex,19,4
29670,16,Colombia,06,2021,ter,15,5
29671,16,Colombia,07,2021,qua,1,1
29672,16,Colombia,07,2021,qui,1,1
29673,16,Colombia,07,2021,ter,1,1
29674,16,Colombia,08,2021,dom,11,1
29675,16,Colombia,08,2021,qua,15,1
29676,16,Colombia,08,2021,qui,4,1
29677,16,Colombia,08,2021,sab,5,1
29678,16,Colombia,08,2021,seg,17,3
29679,16,Colombia,08,2021,sex,8,2
29680,16,Colombia,08,2021,ter,41,2
29681,16,Colombia,09,2021,qui,2,1
29682,16,Colombia,09,2021,sab,1,1
29683,16,Colombia,09,2021,seg,6,2
29684,16,Colombia,09,2021,sex,1,1
29685,16,Colombia,09,2021,ter,3,2
29686,16,Colombia,10,2020,dom,38,2
29687,16,Colombia,10,2020,qua,58,6
29688,16,Colombia,10,2020,qui,45,3
29689,16,Colombia,10,2020,sab,40,4
29690,16,Colombia,10,2020,seg,43,2
29691,16,Colombia,10,2020,sex,46,3
29692,16,Colombia,10,2020,ter,68,5
29693,16,Colombia,10,2021,dom,1,1
29694,16,Colombia,10,2021,qua,10,1
29695,16,Colombia,10,2021,qui,26,3
29696,16,Colombia,10,2021,sab,14,3
29697,16,Colombia,10,2021,seg,12,3
29698,16,Colombia,10,2021,sex,14,3
29699,16,Colombia,10,2021,ter,15,6
29700,16,Colombia,11,2020,dom,39,4
29701,16,Colombia,11,2020,qua,12,2
29702,16,Colombia,11,2020,qui,8,3
29703,16,Colombia,11,2020,sab,16,2
29704,16,Colombia,11,2020,seg,22,4
29705,16,Colombia,11,2020,sex,16,4
29706,16,Colombia,11,2020,ter,15,2
29707,16,Colombia,12,2020,dom,7,2
29708,16,Colombia,12,2020,qua,8,3
29709,16,Colombia,12,2020,qui,16,3
29710,16,Colombia,12,2020,sab,20,2
29711,16,Colombia,12,2020,seg,8,4
29712,16,Colombia,12,2020,sex,29,2
29713,16,Colombia,12,2020,ter,4,3
29714,16,Costa_Rica,06,2021,dom,1,1
29715,16,Costa_Rica,06,2021,qua,1,1
29716,16,Costa_Rica,09,2021,qua,1,1
29717,16,Costa_Rica,09,2021,qui,1,1
29718,16,Costa_Rica,09,2021,ter,1,1
29719,16,Czech_Republic,08,2020,seg,1,1
29720,16,Czech_Republic,09,2020,qui,1,1
29721,16,Czech_Republic,10,2021,dom,1,1
29722,16,Czech_Republic,10,2021,ter,1,1
29723,16,Czech_Republic,11,2020,sab,1,1
29724,16,Denmark,01,2021,sex,1,1
29725,16,Denmark,02,2021,qua,1,1
29726,16,Denmark,02,2021,seg,1,1
29727,16,Denmark,02,2021,ter,1,1
29728,16,Denmark,03,2021,seg,2,2
29729,16,Denmark,05,2020,qua,4,1
29730,16,Denmark,05,2020,qui,9,2
29731,16,Denmark,05,2020,seg,4,1
29732,16,Denmark,05,2020,sex,15,2
29733,16,Denmark,05,2020,ter,4,2
29734,16,Denmark,06,2020,qua,4,3
29735,16,Denmark,06,2020,qui,15,3
29736,16,Denmark,06,2020,seg,2,1
29737,16,Denmark,06,2020,sex,5,2
29738,16,Denmark,06,2020,ter,15,3
29739,16,Denmark,06,2021,dom,2,1
29740,16,Denmark,06,2021,qua,3,1
29741,16,Denmark,06,2021,sab,1,1
29742,16,Denmark,07,2020,qua,4,1
29743,16,Denmark,07,2020,qui,1,1
29744,16,Denmark,07,2020,seg,4,1
29745,16,Denmark,08,2021,dom,2,1
29746,16,Denmark,08,2021,seg,2,1
29747,16,Denmark,08,2021,ter,2,1
29748,16,Denmark,09,2020,dom,3,1
29749,16,Denmark,09,2021,dom,1,1
29750,16,Denmark,09,2021,qua,1,1
29751,16,Denmark,09,2021,qui,1,1
29752,16,Denmark,09,2021,sab,1,1
29753,16,Denmark,09,2021,sex,11,2
29754,16,Denmark,09,2021,ter,1,1
29755,16,Denmark,10,2020,qua,1,1
29756,16,Denmark,10,2020,qui,1,1
29757,16,Denmark,10,2020,sab,1,1
29758,16,Denmark,10,2020,seg,2,1
29759,16,Denmark,10,2020,sex,1,1
29760,16,Denmark,10,2021,qui,2,1
29761,16,Denmark,10,2021,sab,1,1
29762,16,El_Salvador,05,2021,qua,11,1
29763,16,Estonia,02,2021,qui,1,1
29764,16,Estonia,02,2021,ter,1,1
29765,16,Estonia,03,2021,dom,1,1
29766,16,Estonia,05,2021,dom,1,1
29767,16,Estonia,05,2021,seg,1,1
29768,16,Estonia,05,2021,ter,2,2
29769,16,Estonia,06,2021,dom,2,1
29770,16,Estonia,06,2021,sab,1,1
29771,16,Estonia,06,2021,seg,1,1
29772,16,Finland,01,2021,qua,2,1
29773,16,Finland,01,2021,qui,6,2
29774,16,Finland,04,2021,qui,1,1
29775,16,Finland,04,2021,sex,1,1
29776,16,Finland,06,2021,sex,2,1
29777,16,Finland,10,2021,qua,1,1
29778,16,Finland,11,2020,qua,1,1
29779,16,France,01,2021,dom,24,16
29780,16,France,01,2021,qua,33,16
29781,16,France,01,2021,qui,48,18
29782,16,France,01,2021,sab,29,18
29783,16,France,01,2021,seg,62,21
29784,16,France,01,2021,sex,57,27
29785,16,France,01,2021,ter,34,16
29786,16,France,02,2021,dom,58,11
29787,16,France,02,2021,qua,28,12
29788,16,France,02,2021,qui,38,16
29789,16,France,02,2021,sab,45,10
29790,16,France,02,2021,seg,73,20
29791,16,France,02,2021,sex,59,19
29792,16,France,02,2021,ter,108,25
29793,16,France,03,2021,dom,11,7
29794,16,France,03,2021,qua,64,14
29795,16,France,03,2021,qui,20,8
29796,16,France,03,2021,sab,13,6
29797,16,France,03,2021,seg,31,12
29798,16,France,03,2021,sex,38,14
29799,16,France,03,2021,ter,57,17
29800,16,France,04,2021,dom,3,3
29801,16,France,04,2021,qua,10,8
29802,16,France,04,2021,qui,8,7
29803,16,France,04,2021,sab,13,7
29804,16,France,04,2021,seg,11,5
29805,16,France,04,2021,sex,21,10
29806,16,France,04,2021,ter,48,12
29807,16,France,05,2020,dom,50,4
29808,16,France,05,2020,qua,79,13
29809,16,France,05,2020,qui,114,11
29810,16,France,05,2020,sab,88,6
29811,16,France,05,2020,seg,53,8
29812,16,France,05,2020,sex,68,7
29813,16,France,05,2020,ter,76,15
29814,16,France,05,2021,dom,11,5
29815,16,France,05,2021,qua,18,8
29816,16,France,05,2021,qui,6,6
29817,16,France,05,2021,sab,26,4
29818,16,France,05,2021,seg,24,8
29819,16,France,05,2021,sex,16,7
29820,16,France,05,2021,ter,35,10
29821,16,France,06,2020,dom,28,5
29822,16,France,06,2020,qua,72,10
29823,16,France,06,2020,qui,46,13
29824,16,France,06,2020,sab,21,9
29825,16,France,06,2020,seg,43,7
29826,16,France,06,2020,sex,65,11
29827,16,France,06,2020,ter,100,9
29828,16,France,06,2021,dom,11,5
29829,16,France,06,2021,qua,26,12
29830,16,France,06,2021,qui,28,9
29831,16,France,06,2021,sab,10,5
29832,16,France,06,2021,seg,24,7
29833,16,France,06,2021,sex,16,9
29834,16,France,06,2021,ter,37,12
29835,16,France,07,2020,dom,114,12
29836,16,France,07,2020,qua,88,13
29837,16,France,07,2020,qui,78,21
29838,16,France,07,2020,sab,77,10
29839,16,France,07,2020,seg,81,12
29840,16,France,07,2020,sex,82,15
29841,16,France,07,2020,ter,39,11
29842,16,France,07,2021,dom,25,4
29843,16,France,07,2021,qua,93,12
29844,16,France,07,2021,qui,117,10
29845,16,France,07,2021,sab,110,8
29846,16,France,07,2021,seg,32,8
29847,16,France,07,2021,sex,143,10
29848,16,France,07,2021,ter,58,11
29849,16,France,08,2020,dom,53,11
29850,16,France,08,2020,qua,122,17
29851,16,France,08,2020,qui,95,14
29852,16,France,08,2020,sab,78,10
29853,16,France,08,2020,seg,49,17
29854,16,France,08,2020,sex,75,9
29855,16,France,08,2020,ter,102,13
29856,16,France,08,2021,dom,202,17
29857,16,France,08,2021,qua,112,20
29858,16,France,08,2021,qui,101,21
29859,16,France,08,2021,sab,107,13
29860,16,France,08,2021,seg,167,26
29861,16,France,08,2021,sex,68,14
29862,16,France,08,2021,ter,119,16
29863,16,France,09,2020,dom,1,1
29864,16,France,09,2020,qua,12,8
29865,16,France,09,2020,qui,12,4
29866,16,France,09,2020,sab,18,9
29867,16,France,09,2020,seg,2,2
29868,16,France,09,2020,sex,21,15
29869,16,France,09,2020,ter,12,6
29870,16,France,09,2021,dom,1,1
29871,16,France,09,2021,qua,181,30
29872,16,France,09,2021,qui,232,25
29873,16,France,09,2021,sab,13,7
29874,16,France,09,2021,seg,146,18
29875,16,France,09,2021,sex,247,25
29876,16,France,09,2021,ter,157,21
29877,16,France,10,2020,dom,8,6
29878,16,France,10,2020,qua,23,9
29879,16,France,10,2020,qui,8,4
29880,16,France,10,2020,sab,14,5
29881,16,France,10,2020,seg,3,2
29882,16,France,10,2020,sex,17,8
29883,16,France,10,2020,ter,21,4
29884,16,France,10,2021,dom,40,10
29885,16,France,10,2021,qua,262,26
29886,16,France,10,2021,qui,171,20
29887,16,France,10,2021,sab,62,13
29888,16,France,10,2021,seg,117,20
29889,16,France,10,2021,sex,200,24
29890,16,France,10,2021,ter,144,14
29891,16,France,11,2020,dom,139,17
29892,16,France,11,2020,qua,33,11
29893,16,France,11,2020,qui,46,12
29894,16,France,11,2020,sab,89,11
29895,16,France,11,2020,seg,112,18
29896,16,France,11,2020,sex,115,9
29897,16,France,11,2020,ter,28,10
29898,16,France,12,2020,dom,201,23
29899,16,France,12,2020,qua,216,32
29900,16,France,12,2020,qui,227,33
29901,16,France,12,2020,sab,185,26
29902,16,France,12,2020,seg,152,28
29903,16,France,12,2020,sex,161,28
29904,16,France,12,2020,ter,252,31
29905,16,Germany,01,2021,dom,5,3
29906,16,Germany,01,2021,qua,10,3
29907,16,Germany,01,2021,qui,1,1
29908,16,Germany,01,2021,sab,10,6
29909,16,Germany,01,2021,seg,6,5
29910,16,Germany,01,2021,sex,32,5
29911,16,Germany,01,2021,ter,7,2
29912,16,Germany,02,2021,qua,10,4
29913,16,Germany,02,2021,qui,7,3
29914,16,Germany,02,2021,seg,3,2
29915,16,Germany,02,2021,sex,12,4
29916,16,Germany,02,2021,ter,9,3
29917,16,Germany,03,2021,dom,2,1
29918,16,Germany,03,2021,qua,8,5
29919,16,Germany,03,2021,qui,10,5
29920,16,Germany,03,2021,sab,9,4
29921,16,Germany,03,2021,seg,4,3
29922,16,Germany,03,2021,sex,1,1
29923,16,Germany,03,2021,ter,3,3
29924,16,Germany,04,2021,dom,8,1
29925,16,Germany,04,2021,qua,11,2
29926,16,Germany,04,2021,qui,31,1
29927,16,Germany,04,2021,sab,4,3
29928,16,Germany,04,2021,seg,1,1
29929,16,Germany,04,2021,sex,23,3
29930,16,Germany,05,2020,qui,1,1
29931,16,Germany,05,2020,sab,1,1
29932,16,Germany,05,2020,seg,2,1
29933,16,Germany,05,2021,qua,9,2
29934,16,Germany,05,2021,qui,7,1
29935,16,Germany,05,2021,sab,1,1
29936,16,Germany,05,2021,seg,2,2
29937,16,Germany,05,2021,sex,1,1
29938,16,Germany,05,2021,ter,8,1
29939,16,Germany,06,2020,qua,35,3
29940,16,Germany,06,2020,qui,5,3
29941,16,Germany,06,2020,sab,2,2
29942,16,Germany,06,2020,seg,8,3
29943,16,Germany,06,2020,sex,1,1
29944,16,Germany,06,2020,ter,2,1
29945,16,Germany,06,2021,dom,43,2
29946,16,Germany,06,2021,qua,55,2
29947,16,Germany,06,2021,qui,10,2
29948,16,Germany,06,2021,sab,55,2
29949,16,Germany,06,2021,seg,32,3
29950,16,Germany,06,2021,sex,42,3
29951,16,Germany,06,2021,ter,27,4
29952,16,Germany,07,2020,dom,2,1
29953,16,Germany,07,2020,qua,13,3
29954,16,Germany,07,2020,seg,4,2
29955,16,Germany,07,2020,sex,10,5
29956,16,Germany,07,2021,dom,2,2
29957,16,Germany,07,2021,qua,17,3
29958,16,Germany,07,2021,qui,29,2
29959,16,Germany,07,2021,sab,7,2
29960,16,Germany,07,2021,seg,1,1
29961,16,Germany,07,2021,sex,18,5
29962,16,Germany,07,2021,ter,12,4
29963,16,Germany,08,2020,qua,1,1
29964,16,Germany,08,2020,qui,3,1
29965,16,Germany,08,2020,sab,4,2
29966,16,Germany,08,2020,seg,1,1
29967,16,Germany,08,2021,dom,10,2
29968,16,Germany,08,2021,qua,18,5
29969,16,Germany,08,2021,qui,1,1
29970,16,Germany,08,2021,sab,143,5
29971,16,Germany,08,2021,seg,20,4
29972,16,Germany,08,2021,sex,7,4
29973,16,Germany,08,2021,ter,1,1
29974,16,Germany,09,2020,qua,3,1
29975,16,Germany,09,2020,sex,9,1
29976,16,Germany,09,2020,ter,1,1
29977,16,Germany,09,2021,dom,4,2
29978,16,Germany,09,2021,qua,20,6
29979,16,Germany,09,2021,qui,4,4
29980,16,Germany,09,2021,sab,9,2
29981,16,Germany,09,2021,seg,4,2
29982,16,Germany,09,2021,sex,10,4
29983,16,Germany,09,2021,ter,9,3
29984,16,Germany,10,2020,qua,12,1
29985,16,Germany,10,2020,qui,4,2
29986,16,Germany,10,2020,sab,27,4
29987,16,Germany,10,2020,seg,1,1
29988,16,Germany,10,2020,sex,19,5
29989,16,Germany,10,2020,ter,15,3
29990,16,Germany,10,2021,dom,16,3
29991,16,Germany,10,2021,qua,11,5
29992,16,Germany,10,2021,qui,8,3
29993,16,Germany,10,2021,sab,32,10
29994,16,Germany,10,2021,seg,1,1
29995,16,Germany,10,2021,sex,19,6
29996,16,Germany,10,2021,ter,4,3
29997,16,Germany,11,2020,dom,22,5
29998,16,Germany,11,2020,qua,14,3
29999,16,Germany,11,2020,qui,24,4
30000,16,Germany,11,2020,sab,23,5
30001,16,Germany,11,2020,seg,25,7
30002,16,Germany,11,2020,sex,22,4
30003,16,Germany,11,2020,ter,12,6
30004,16,Germany,12,2020,dom,4,2
30005,16,Germany,12,2020,qua,25,3
30006,16,Germany,12,2020,qui,19,5
30007,16,Germany,12,2020,sab,12,8
30008,16,Germany,12,2020,seg,4,4
30009,16,Germany,12,2020,ter,21,9
30010,16,Greece,06,2021,seg,1,1
30011,16,Greece,07,2020,sab,1,1
30012,16,Greece,10,2021,dom,1,1
30013,16,Guadeloupe,02,2021,ter,1,1
30014,16,Guadeloupe,08,2021,dom,6,1
30015,16,Guadeloupe,08,2021,qui,1,1
30016,16,Guadeloupe,08,2021,seg,3,1
30017,16,Guadeloupe,08,2021,sex,2,1
30018,16,Guadeloupe,08,2021,ter,13,1
30019,16,Guatemala,06,2021,dom,2,1
30020,16,Guatemala,06,2021,qua,3,1
30021,16,Guatemala,06,2021,seg,13,1
30022,16,Guatemala,06,2021,ter,3,2
30023,16,Guatemala,07,2021,qua,1,1
30024,16,Guatemala,07,2021,seg,2,1
30025,16,Guatemala,07,2021,sex,1,1
30026,16,Guatemala,07,2021,ter,4,1
30027,16,Guatemala,08,2021,qua,1,1
30028,16,Guatemala,08,2021,qui,1,1
30029,16,Guatemala,08,2021,seg,1,1
30030,16,Guatemala,08,2021,ter,2,1
30031,16,Hong_Kong,07,2020,qua,4,1
30032,16,Hungary,03,2021,seg,3,1
30033,16,Hungary,03,2021,ter,8,1
30034,16,Hungary,12,2020,qui,1,1
30035,16,India,02,2021,dom,1,1
30036,16,India,02,2021,sex,1,1
30037,16,India,03,2021,qua,1,1
30038,16,India,03,2021,ter,1,1
30039,16,India,04,2021,qui,2,1
30040,16,India,05,2021,dom,1,1
30041,16,India,05,2021,qua,1,1
30042,16,India,05,2021,sab,1,1
30043,16,India,05,2021,seg,1,1
30044,16,India,06,2021,seg,1,1
30045,16,India,07,2021,qua,31,2
30046,16,India,07,2021,qui,30,2
30047,16,India,07,2021,sab,35,2
30048,16,India,07,2021,seg,1,1
30049,16,India,07,2021,sex,45,3
30050,16,India,07,2021,ter,23,2
30051,16,India,08,2021,dom,75,6
30052,16,India,08,2021,qua,41,4
30053,16,India,08,2021,qui,39,2
30054,16,India,08,2021,sab,68,4
30055,16,India,08,2021,seg,59,5
30056,16,India,08,2021,sex,55,3
30057,16,India,08,2021,ter,45,3
30058,16,India,09,2020,ter,2,1
30059,16,India,09,2021,dom,8,1
30060,16,India,09,2021,qua,4,1
30061,16,India,09,2021,qui,24,1
30062,16,India,09,2021,seg,3,1
30063,16,India,10,2021,dom,65,5
30064,16,India,10,2021,qua,27,2
30065,16,India,10,2021,qui,48,2
30066,16,India,10,2021,sab,56,4
30067,16,India,10,2021,seg,31,2
30068,16,India,10,2021,sex,70,3
30069,16,India,10,2021,ter,41,2
30070,16,India,12,2020,qua,1,1
30071,16,India,12,2020,ter,7,1
30072,16,Iran,09,2021,sab,2,1
30073,16,Ireland,01,2021,dom,8,2
30074,16,Ireland,01,2021,qua,1,1
30075,16,Ireland,01,2021,qui,6,1
30076,16,Ireland,01,2021,sab,14,4
30077,16,Ireland,01,2021,seg,30,5
30078,16,Ireland,01,2021,sex,12,2
30079,16,Ireland,01,2021,ter,6,1
30080,16,Ireland,02,2021,dom,5,3
30081,16,Ireland,02,2021,qua,3,2
30082,16,Ireland,02,2021,qui,9,4
30083,16,Ireland,02,2021,sab,11,3
30084,16,Ireland,02,2021,seg,3,1
30085,16,Ireland,02,2021,sex,4,2
30086,16,Ireland,02,2021,ter,17,3
30087,16,Ireland,03,2021,qua,2,1
30088,16,Ireland,03,2021,qui,5,3
30089,16,Ireland,03,2021,sab,6,1
30090,16,Ireland,03,2021,seg,5,2
30091,16,Ireland,03,2021,sex,13,1
30092,16,Ireland,03,2021,ter,21,4
30093,16,Ireland,04,2021,dom,14,1
30094,16,Ireland,04,2021,qua,1,1
30095,16,Ireland,04,2021,qui,13,2
30096,16,Ireland,04,2021,sab,10,1
30097,16,Ireland,04,2021,seg,16,2
30098,16,Ireland,04,2021,sex,39,6
30099,16,Ireland,04,2021,ter,3,1
30100,16,Ireland,06,2021,dom,8,1
30101,16,Ireland,06,2021,qui,11,1
30102,16,Ireland,06,2021,seg,19,1
30103,16,Ireland,06,2021,sex,2,1
30104,16,Ireland,06,2021,ter,1,1
30105,16,Ireland,07,2020,dom,2,1
30106,16,Ireland,07,2020,qua,2,1
30107,16,Ireland,07,2020,ter,2,1
30108,16,Ireland,07,2021,qua,19,2
30109,16,Ireland,07,2021,qui,18,1
30110,16,Ireland,07,2021,seg,4,1
30111,16,Ireland,07,2021,sex,1,1
30112,16,Ireland,07,2021,ter,7,1
30113,16,Ireland,08,2020,dom,2,1
30114,16,Ireland,08,2020,qua,5,2
30115,16,Ireland,08,2020,qui,2,1
30116,16,Ireland,08,2020,sab,41,4
30117,16,Ireland,08,2020,seg,6,2
30118,16,Ireland,08,2020,sex,22,3
30119,16,Ireland,08,2020,ter,1,1
30120,16,Ireland,08,2021,qua,12,1
30121,16,Ireland,08,2021,qui,10,1
30122,16,Ireland,08,2021,sab,5,1
30123,16,Ireland,08,2021,seg,4,1
30124,16,Ireland,08,2021,ter,26,3
30125,16,Ireland,09,2020,qui,10,1
30126,16,Ireland,09,2020,seg,1,1
30127,16,Ireland,09,2020,sex,1,1
30128,16,Ireland,09,2020,ter,20,1
30129,16,Ireland,09,2021,dom,7,2
30130,16,Ireland,09,2021,qua,41,4
30131,16,Ireland,09,2021,qui,17,3
30132,16,Ireland,09,2021,sab,21,3
30133,16,Ireland,09,2021,seg,29,3
30134,16,Ireland,09,2021,sex,23,3
30135,16,Ireland,09,2021,ter,27,4
30136,16,Ireland,10,2020,qui,1,1
30137,16,Ireland,10,2020,sab,1,1
30138,16,Ireland,10,2020,seg,4,1
30139,16,Ireland,10,2020,sex,1,1
30140,16,Ireland,10,2021,dom,1,1
30141,16,Ireland,10,2021,qua,30,5
30142,16,Ireland,10,2021,qui,7,2
30143,16,Ireland,10,2021,sab,5,1
30144,16,Ireland,10,2021,seg,19,4
30145,16,Ireland,10,2021,sex,21,2
30146,16,Ireland,10,2021,ter,22,4
30147,16,Ireland,11,2020,dom,6,2
30148,16,Ireland,11,2020,qua,14,2
30149,16,Ireland,11,2020,qui,1,1
30150,16,Ireland,11,2020,sab,2,1
30151,16,Ireland,11,2020,seg,19,5
30152,16,Ireland,11,2020,sex,5,3
30153,16,Ireland,11,2020,ter,8,3
30154,16,Ireland,12,2020,dom,6,2
30155,16,Ireland,12,2020,qua,39,6
30156,16,Ireland,12,2020,qui,20,3
30157,16,Ireland,12,2020,sab,3,1
30158,16,Ireland,12,2020,seg,14,3
30159,16,Ireland,12,2020,sex,5,2
30160,16,Ireland,12,2020,ter,34,5
30161,16,Israel,01,2021,qui,1,1
30162,16,Israel,02,2021,qui,1,1
30163,16,Israel,02,2021,seg,1,1
30164,16,Israel,02,2021,sex,1,1
30165,16,Israel,11,2020,seg,11,2
30166,16,Israel,12,2020,ter,17,2
30167,16,Italy,01,2021,dom,126,5
30168,16,Italy,01,2021,qua,238,7
30169,16,Italy,01,2021,qui,124,6
30170,16,Italy,01,2021,sab,183,11
30171,16,Italy,01,2021,seg,49,9
30172,16,Italy,01,2021,sex,170,8
30173,16,Italy,01,2021,ter,56,8
30174,16,Italy,02,2021,dom,274,10
30175,16,Italy,02,2021,qua,224,7
30176,16,Italy,02,2021,qui,159,6
30177,16,Italy,02,2021,sab,163,7
30178,16,Italy,02,2021,seg,227,9
30179,16,Italy,02,2021,sex,84,7
