,codra,pais,mes,ano,diasem,conexoes,dispositivos
0,1,Angola,08,2021,sex,9,1
1,1,Angola,09,2021,qui,2,1
2,1,Angola,09,2021,sex,1,1
3,1,Angola,10,2020,ter,1,1
4,1,Argentina,01,2021,qua,7,3
5,1,Argentina,01,2021,qui,2,2
6,1,Argentina,01,2021,sab,1,1
7,1,Argentina,01,2021,seg,1,1
8,1,Argentina,01,2021,sex,1,1
9,1,Argentina,01,2021,ter,3,3
10,1,Argentina,02,2021,dom,1,1
11,1,Argentina,02,2021,qua,23,4
12,1,Argentina,02,2021,qui,11,7
13,1,Argentina,02,2021,sab,8,2
14,1,Argentina,02,2021,sex,28,5
15,1,Argentina,02,2021,ter,21,4
16,1,Argentina,03,2021,dom,1,1
17,1,Argentina,03,2021,qui,5,2
18,1,Argentina,03,2021,sex,1,1
19,1,Argentina,05,2021,seg,1,1
20,1,Argentina,06,2020,qua,1,1
21,1,Argentina,06,2020,seg,2,2
22,1,Argentina,06,2021,sex,2,2
23,1,Argentina,07,2020,sex,1,1
24,1,Argentina,07,2021,ter,1,1
25,1,Argentina,08,2020,seg,1,1
26,1,Argentina,08,2021,qua,2,2
27,1,Argentina,09,2020,qui,1,1
28,1,Argentina,09,2020,ter,1,1
29,1,Argentina,09,2021,qua,2,2
30,1,Argentina,09,2021,qui,1,1
31,1,Argentina,09,2021,sex,1,1
32,1,Argentina,10,2021,qui,2,1
33,1,Argentina,10,2021,seg,3,1
34,1,Argentina,10,2021,ter,2,2
35,1,Argentina,11,2020,dom,2,2
36,1,Argentina,11,2020,qui,14,4
37,1,Argentina,11,2020,sab,3,1
38,1,Argentina,11,2020,seg,6,2
39,1,Argentina,11,2020,sex,11,2
40,1,Argentina,11,2020,ter,3,2
41,1,Argentina,12,2020,qua,4,4
42,1,Argentina,12,2020,qui,1,1
43,1,Argentina,12,2020,sab,5,3
44,1,Argentina,12,2020,seg,4,3
45,1,Argentina,12,2020,sex,5,4
46,1,Argentina,12,2020,ter,7,6
47,1,Belgium,01,2021,qua,2,1
48,1,Belgium,03,2021,dom,1,1
49,1,Belgium,08,2021,sab,1,1
50,1,Belgium,09,2021,sex,1,1
51,1,Belgium,10,2021,ter,2,1
52,1,Belgium,11,2020,seg,1,1
53,1,Brazil,01,2021,qua,5,1
54,1,Brazil,01,2021,sab,1,1
55,1,Brazil,01,2021,sex,9,2
56,1,Brazil,02,2021,sab,1,1
57,1,Brazil,02,2021,seg,5,1
58,1,Brazil,02,2021,sex,1,1
59,1,Brazil,02,2021,ter,1,1
60,1,Brazil,03,2021,qua,2,1
61,1,Brazil,03,2021,sex,2,2
62,1,Brazil,04,2021,seg,3,1
63,1,Brazil,04,2021,sex,1,1
64,1,Brazil,05,2020,qui,1,1
65,1,Brazil,05,2020,sex,1,1
66,1,Brazil,05,2021,sab,3,2
67,1,Brazil,06,2020,qui,1,1
68,1,Brazil,06,2020,seg,2,2
69,1,Brazil,06,2020,sex,2,1
70,1,Brazil,07,2020,dom,2,2
71,1,Brazil,07,2020,qui,1,1
72,1,Brazil,07,2020,seg,1,1
73,1,Brazil,07,2020,ter,2,1
74,1,Brazil,08,2020,seg,1,1
75,1,Brazil,08,2021,ter,1,1
76,1,Brazil,09,2020,qua,1,1
77,1,Brazil,09,2020,seg,1,1
78,1,Brazil,09,2020,sex,1,1
79,1,Brazil,09,2020,ter,2,2
80,1,Brazil,10,2020,sab,1,1
81,1,Brazil,10,2020,seg,1,1
82,1,Brazil,10,2021,qui,1,1
83,1,Brazil,10,2021,seg,2,1
84,1,Brazil,11,2020,dom,2,2
85,1,Brazil,11,2020,qui,1,1
86,1,Brazil,11,2020,sab,1,1
87,1,Brazil,11,2020,sex,1,1
88,1,Brazil,12,2020,sex,2,2
89,1,Brazil,12,2020,ter,1,1
90,1,Canada,01,2021,sex,60,1
91,1,Canada,09,2021,seg,1,1
92,1,Chile,01,2021,dom,5,3
93,1,Chile,01,2021,qua,24,6
94,1,Chile,01,2021,qui,4,3
95,1,Chile,01,2021,sab,10,6
96,1,Chile,01,2021,seg,4,3
97,1,Chile,01,2021,sex,2,2
98,1,Chile,01,2021,ter,7,5
99,1,Chile,02,2021,dom,1,1
100,1,Chile,02,2021,qua,22,6
101,1,Chile,02,2021,qui,3,1
102,1,Chile,02,2021,sab,5,4
103,1,Chile,02,2021,seg,2,2
104,1,Chile,02,2021,sex,1,1
105,1,Chile,02,2021,ter,1,1
106,1,Chile,03,2021,dom,2,1
107,1,Chile,03,2021,qua,8,6
108,1,Chile,03,2021,qui,7,4
109,1,Chile,03,2021,sab,5,3
110,1,Chile,03,2021,seg,6,4
111,1,Chile,03,2021,sex,1,1
112,1,Chile,03,2021,ter,2,2
113,1,Chile,04,2021,seg,1,1
114,1,Chile,04,2021,sex,1,1
115,1,Chile,08,2021,seg,1,1
116,1,Chile,09,2021,dom,8,3
117,1,Chile,09,2021,qua,2,2
118,1,Chile,09,2021,qui,1,1
119,1,Chile,09,2021,seg,5,3
120,1,Chile,09,2021,sex,13,2
121,1,Chile,09,2021,ter,5,4
122,1,Chile,10,2020,sab,1,1
123,1,Chile,10,2021,dom,2,2
124,1,Chile,10,2021,qua,9,5
125,1,Chile,10,2021,qui,3,1
126,1,Chile,10,2021,sab,4,4
127,1,Chile,10,2021,seg,4,4
128,1,Chile,10,2021,sex,1,1
129,1,Chile,10,2021,ter,3,2
130,1,Chile,11,2020,seg,5,2
131,1,Chile,11,2020,sex,1,1
132,1,Chile,12,2020,qua,7,5
133,1,Chile,12,2020,qui,13,2
134,1,Chile,12,2020,sab,3,3
135,1,Chile,12,2020,seg,2,1
136,1,Chile,12,2020,sex,1,1
137,1,Chile,12,2020,ter,1,1
138,1,China,01,2021,dom,5,2
139,1,China,01,2021,sab,1,1
140,1,China,02,2021,dom,1,1
141,1,China,02,2021,qui,4,2
142,1,China,02,2021,sex,1,1
143,1,China,03,2021,qua,1,1
144,1,China,03,2021,qui,1,1
145,1,China,03,2021,sab,1,1
146,1,China,03,2021,seg,7,4
147,1,China,04,2021,dom,3,2
148,1,China,04,2021,qua,2,2
149,1,China,04,2021,qui,3,3
150,1,China,04,2021,sab,2,2
151,1,China,04,2021,seg,12,3
152,1,China,04,2021,sex,6,3
153,1,China,04,2021,ter,3,2
154,1,China,05,2020,sab,6,1
155,1,China,05,2020,seg,3,2
156,1,China,05,2020,ter,3,1
157,1,China,05,2021,dom,1,1
158,1,China,05,2021,qua,5,4
159,1,China,05,2021,qui,13,5
160,1,China,05,2021,sab,4,4
161,1,China,05,2021,seg,5,3
162,1,China,05,2021,sex,31,5
163,1,China,05,2021,ter,9,2
164,1,China,06,2020,qua,3,3
165,1,China,06,2020,qui,2,2
166,1,China,06,2020,sab,1,1
167,1,China,06,2020,seg,2,2
168,1,China,06,2020,sex,3,2
169,1,China,06,2021,dom,11,6
170,1,China,06,2021,qua,3,3
171,1,China,06,2021,sab,4,3
172,1,China,06,2021,seg,23,8
173,1,China,06,2021,sex,4,4
174,1,China,06,2021,ter,9,6
175,1,China,07,2020,qua,1,1
176,1,China,07,2020,qui,4,2
177,1,China,07,2020,sab,3,2
178,1,China,07,2020,sex,7,4
179,1,China,07,2020,ter,1,1
180,1,China,07,2021,qua,3,2
181,1,China,07,2021,sab,3,2
182,1,China,07,2021,sex,1,1
183,1,China,07,2021,ter,1,1
184,1,China,08,2020,qui,3,1
185,1,China,08,2020,sab,1,1
186,1,China,08,2020,sex,2,1
187,1,China,08,2020,ter,2,1
188,1,China,08,2021,dom,2,2
189,1,China,08,2021,qua,3,3
190,1,China,08,2021,seg,2,2
191,1,China,08,2021,sex,1,1
192,1,China,08,2021,ter,1,1
193,1,China,09,2021,qua,1,1
194,1,China,09,2021,qui,2,2
195,1,China,09,2021,sex,2,2
196,1,China,10,2020,sex,1,1
197,1,China,10,2021,dom,1,1
198,1,China,10,2021,qua,3,1
199,1,China,10,2021,qui,1,1
200,1,China,10,2021,seg,1,1
201,1,China,10,2021,sex,3,1
202,1,China,11,2020,qui,2,1
203,1,China,12,2020,dom,5,2
204,1,China,12,2020,qua,8,5
205,1,China,12,2020,qui,15,5
206,1,China,12,2020,sab,20,2
207,1,China,12,2020,seg,1,1
208,1,China,12,2020,sex,3,2
209,1,China,12,2020,ter,3,1
210,1,Colombia,06,2020,sab,1,1
211,1,Colombia,06,2021,sab,1,1
212,1,Colombia,07,2020,seg,3,1
213,1,Colombia,08,2021,dom,1,1
214,1,Colombia,08,2021,seg,1,1
215,1,Colombia,10,2021,seg,1,1
216,1,Colombia,10,2021,sex,3,3
217,1,Colombia,10,2021,ter,1,1
218,1,Colombia,11,2020,sex,1,1
219,1,Costa_Rica,07,2021,sex,1,1
220,1,Denmark,01,2021,sab,1,1
221,1,Denmark,08,2021,qua,9,2
222,1,Denmark,08,2021,sab,5,1
223,1,Denmark,08,2021,seg,6,4
224,1,Denmark,08,2021,ter,2,1
225,1,Denmark,09,2021,qua,2,1
226,1,Denmark,09,2021,qui,1,1
227,1,Estonia,06,2021,seg,1,1
228,1,Estonia,07,2021,qui,8,1
229,1,France,01,2021,dom,1,1
230,1,France,01,2021,qua,1,1
231,1,France,01,2021,qui,1,1
232,1,France,01,2021,seg,1,1
233,1,France,01,2021,ter,2,1
234,1,France,02,2021,dom,1,1
235,1,France,02,2021,qui,3,3
236,1,France,02,2021,sab,1,1
237,1,France,02,2021,seg,6,2
238,1,France,02,2021,sex,3,1
239,1,France,03,2021,qua,1,1
240,1,France,03,2021,seg,1,1
241,1,France,03,2021,sex,1,1
242,1,France,04,2021,dom,1,1
243,1,France,04,2021,qua,1,1
244,1,France,04,2021,qui,4,3
245,1,France,04,2021,seg,2,2
246,1,France,05,2020,sab,2,1
247,1,France,05,2021,sab,1,1
248,1,France,05,2021,ter,1,1
249,1,France,06,2020,sab,1,1
250,1,France,06,2020,seg,1,1
251,1,France,06,2020,ter,3,3
252,1,France,06,2021,qua,3,3
253,1,France,06,2021,seg,4,3
254,1,France,06,2021,ter,1,1
255,1,France,07,2021,qui,2,2
256,1,France,07,2021,ter,1,1
257,1,France,08,2020,qui,1,1
258,1,France,08,2020,ter,5,2
259,1,France,08,2021,qua,1,1
260,1,France,08,2021,sex,3,2
261,1,France,08,2021,ter,1,1
262,1,France,09,2020,qui,1,1
263,1,France,09,2020,sab,1,1
264,1,France,09,2020,sex,1,1
265,1,France,09,2020,ter,1,1
266,1,France,09,2021,qua,1,1
267,1,France,09,2021,qui,2,1
268,1,France,09,2021,seg,1,1
269,1,France,09,2021,ter,1,1
270,1,France,10,2020,dom,1,1
271,1,France,10,2020,sab,1,1
272,1,France,10,2020,ter,7,1
273,1,France,10,2021,qua,2,2
274,1,France,10,2021,qui,1,1
275,1,France,10,2021,sab,1,1
276,1,France,10,2021,seg,2,2
277,1,France,10,2021,sex,5,3
278,1,France,10,2021,ter,5,3
279,1,France,11,2020,qui,1,1
280,1,France,11,2020,sab,3,3
281,1,France,11,2020,seg,4,1
282,1,France,11,2020,ter,3,1
283,1,France,12,2020,qua,8,4
284,1,France,12,2020,qui,7,4
285,1,France,12,2020,sex,3,3
286,1,France,12,2020,ter,1,1
287,1,Germany,01,2021,dom,1,1
288,1,Germany,01,2021,qui,1,1
289,1,Germany,01,2021,seg,2,1
290,1,Germany,02,2021,qua,4,1
291,1,Germany,02,2021,qui,8,1
292,1,Germany,03,2021,qua,7,1
293,1,Germany,03,2021,sex,3,1
294,1,Germany,04,2021,ter,1,1
295,1,Germany,05,2020,seg,1,1
296,1,Germany,05,2021,qui,1,1
297,1,Germany,05,2021,sex,7,2
298,1,Germany,06,2020,qua,6,1
299,1,Germany,06,2020,sab,4,1
300,1,Germany,06,2020,sex,1,1
301,1,Germany,06,2020,ter,1,1
302,1,Germany,06,2021,qua,2,1
303,1,Germany,06,2021,qui,1,1
304,1,Germany,06,2021,seg,3,2
305,1,Germany,06,2021,sex,3,1
306,1,Germany,06,2021,ter,4,2
307,1,Germany,07,2020,dom,1,1
308,1,Germany,07,2020,qua,26,3
309,1,Germany,07,2020,qui,3,2
310,1,Germany,07,2020,sab,3,1
311,1,Germany,07,2020,sex,6,1
312,1,Germany,07,2020,ter,3,1
313,1,Germany,08,2020,sex,1,1
314,1,Germany,08,2021,dom,1,1
315,1,Germany,08,2021,sab,3,2
316,1,Germany,08,2021,seg,19,1
317,1,Germany,09,2020,sex,1,1
318,1,Germany,09,2020,ter,1,1
319,1,Germany,09,2021,qua,5,2
320,1,Germany,09,2021,sab,2,2
321,1,Germany,09,2021,seg,4,1
322,1,Germany,09,2021,sex,2,1
323,1,Germany,10,2020,sab,1,1
324,1,Germany,10,2020,ter,7,3
325,1,Germany,10,2021,sab,1,1
326,1,Germany,10,2021,sex,2,1
327,1,Germany,10,2021,ter,1,1
328,1,Germany,11,2020,qua,3,2
329,1,Germany,11,2020,seg,4,1
330,1,Germany,11,2020,sex,2,1
331,1,Germany,11,2020,ter,29,4
332,1,Germany,12,2020,dom,1,1
333,1,Germany,12,2020,qua,2,1
334,1,Germany,12,2020,sab,3,2
335,1,Germany,12,2020,seg,1,1
336,1,Germany,12,2020,ter,1,1
337,1,Greece,01,2021,dom,1,1
338,1,Greece,01,2021,qui,1,1
339,1,Greece,02,2021,sex,2,1
340,1,Greece,02,2021,ter,1,1
341,1,Greece,04,2021,qua,1,1
342,1,Greece,06,2020,qua,3,1
343,1,Greece,06,2021,ter,6,1
344,1,Greece,08,2021,qui,1,1
345,1,Greece,11,2020,sab,2,1
346,1,Greece,12,2020,qua,1,1
347,1,Guadeloupe,08,2020,sab,1,1
348,1,Guatemala,09,2021,qui,4,1
349,1,India,01,2021,qua,1,1
350,1,India,01,2021,qui,2,2
351,1,India,01,2021,sab,1,1
352,1,India,02,2021,dom,1,1
353,1,India,02,2021,seg,1,1
354,1,India,03,2021,dom,13,2
355,1,India,03,2021,seg,1,1
356,1,India,03,2021,sex,4,2
357,1,India,04,2021,qua,3,2
358,1,India,04,2021,qui,8,2
359,1,India,04,2021,ter,1,1
360,1,India,05,2021,dom,6,3
361,1,India,05,2021,qua,2,1
362,1,India,05,2021,sab,6,2
363,1,India,05,2021,seg,2,2
364,1,India,05,2021,ter,2,1
365,1,India,06,2020,ter,1,1
366,1,India,06,2021,dom,1,1
367,1,India,06,2021,qua,4,3
368,1,India,06,2021,ter,3,1
369,1,India,08,2020,dom,3,2
370,1,India,08,2020,qua,7,1
371,1,India,08,2020,sab,1,1
372,1,India,08,2020,sex,5,2
373,1,India,08,2020,ter,7,1
374,1,India,08,2021,dom,1,1
375,1,India,08,2021,qui,3,2
376,1,India,08,2021,sab,1,1
377,1,India,09,2020,sab,1,1
378,1,India,09,2020,sex,1,1
379,1,India,09,2020,ter,11,2
380,1,India,09,2021,dom,2,2
381,1,India,09,2021,qua,1,1
382,1,India,09,2021,seg,1,1
383,1,India,10,2020,dom,2,2
384,1,India,10,2020,qua,9,3
385,1,India,10,2020,qui,2,2
386,1,India,10,2020,sab,1,1
387,1,India,10,2020,sex,3,2
388,1,India,10,2020,ter,2,2
389,1,India,10,2021,dom,1,1
390,1,India,10,2021,sab,6,4
391,1,India,10,2021,seg,1,1
392,1,India,10,2021,ter,1,1
393,1,India,11,2020,dom,4,1
394,1,India,12,2020,sab,1,1
395,1,Indonesia,01,2021,ter,1,1
396,1,Ireland,01,2021,sab,3,1
397,1,Ireland,12,2020,ter,1,1
398,1,Israel,02,2021,qui,2,1
399,1,Israel,03,2021,qui,1,1
400,1,Israel,03,2021,seg,1,1
401,1,Israel,06,2021,seg,2,1
402,1,Israel,11,2020,dom,1,1
403,1,Israel,12,2020,sex,2,1
404,1,Italy,01,2021,sab,3,2
405,1,Italy,02,2021,dom,1,1
406,1,Italy,02,2021,qui,1,1
407,1,Italy,02,2021,sab,2,1
408,1,Italy,03,2021,dom,1,1
409,1,Italy,03,2021,sex,2,1
410,1,Italy,04,2021,qua,1,1
411,1,Italy,04,2021,qui,3,2
412,1,Italy,04,2021,sex,4,2
413,1,Italy,04,2021,ter,4,3
414,1,Italy,05,2020,qua,8,1
415,1,Italy,06,2020,dom,1,1
416,1,Italy,06,2021,qua,3,1
417,1,Italy,06,2021,qui,2,1
418,1,Italy,06,2021,ter,1,1
419,1,Italy,07,2020,seg,15,1
420,1,Italy,07,2020,ter,12,1
421,1,Italy,07,2021,dom,1,1
422,1,Italy,07,2021,qua,4,3
423,1,Italy,07,2021,sab,7,1
424,1,Italy,07,2021,sex,5,2
425,1,Italy,07,2021,ter,13,2
426,1,Italy,08,2020,qua,5,3
427,1,Italy,08,2021,dom,1,1
428,1,Italy,08,2021,qua,2,1
429,1,Italy,08,2021,qui,24,3
430,1,Italy,08,2021,sab,1,1
431,1,Italy,08,2021,seg,11,4
432,1,Italy,08,2021,sex,14,2
433,1,Italy,08,2021,ter,7,2
434,1,Italy,09,2021,qui,1,1
435,1,Italy,09,2021,seg,1,1
436,1,Italy,10,2020,qua,1,1
437,1,Italy,10,2020,seg,3,1
438,1,Italy,10,2021,qua,3,1
439,1,Italy,10,2021,seg,2,2
440,1,Italy,10,2021,sex,1,1
441,1,Italy,10,2021,ter,2,2
442,1,Italy,11,2020,dom,1,1
443,1,Italy,11,2020,qui,2,1
444,1,Italy,11,2020,seg,3,2
445,1,Italy,11,2020,sex,1,1
446,1,Italy,11,2020,ter,2,2
447,1,Italy,12,2020,qui,1,1
448,1,Italy,12,2020,seg,2,2
449,1,Italy,12,2020,ter,3,3
450,1,Kenya,05,2020,sex,1,1
451,1,Korea_South,04,2021,seg,1,1
452,1,Korea_South,05,2020,seg,1,1
453,1,Kyrgyzstan,12,2020,qua,1,1
454,1,Latvia,04,2021,sex,1,1
455,1,Latvia,09,2020,qua,1,1
456,1,Luxembourg,07,2020,dom,8,2
457,1,Luxembourg,07,2020,sab,10,1
458,1,Luxembourg,08,2020,qua,3,1
459,1,Luxembourg,08,2020,qui,1,1
460,1,Luxembourg,08,2020,sab,3,1
461,1,Luxembourg,08,2020,seg,2,2
462,1,Malta,02,2021,qua,3,2
463,1,Mexico,08,2020,qua,8,1
464,1,Mozambique,01,2021,qua,4,1
465,1,Mozambique,01,2021,sex,1,1
466,1,Mozambique,02,2021,qua,1,1
467,1,Mozambique,02,2021,sex,1,1
468,1,Mozambique,02,2021,ter,3,1
469,1,Mozambique,03,2021,ter,2,1
470,1,Mozambique,05,2021,qua,1,1
471,1,Mozambique,10,2020,dom,1,1
472,1,Mozambique,11,2020,dom,1,1
473,1,Mozambique,11,2020,sab,1,1
474,1,Myanmar,03,2021,dom,2,1
475,1,Myanmar,06,2020,seg,1,1
476,1,Netherlands,01,2021,dom,14,1
477,1,Netherlands,01,2021,qua,7,3
478,1,Netherlands,01,2021,qui,7,2
479,1,Netherlands,01,2021,sab,15,2
480,1,Netherlands,01,2021,seg,33,7
481,1,Netherlands,01,2021,sex,5,2
482,1,Netherlands,01,2021,ter,11,2
483,1,Netherlands,02,2021,qua,4,1
484,1,Netherlands,02,2021,qui,3,1
485,1,Netherlands,02,2021,seg,5,3
486,1,Netherlands,02,2021,sex,1,1
487,1,Netherlands,02,2021,ter,2,1
488,1,Netherlands,03,2021,qua,2,2
489,1,Netherlands,03,2021,qui,1,1
490,1,Netherlands,03,2021,sab,1,1
491,1,Netherlands,03,2021,sex,1,1
492,1,Netherlands,03,2021,ter,8,8
493,1,Netherlands,04,2021,dom,2,1
494,1,Netherlands,04,2021,qua,2,2
495,1,Netherlands,04,2021,qui,1,1
496,1,Netherlands,04,2021,sab,7,3
497,1,Netherlands,04,2021,seg,12,3
498,1,Netherlands,04,2021,sex,3,1
499,1,Netherlands,04,2021,ter,3,1
500,1,Netherlands,05,2020,dom,2,1
501,1,Netherlands,05,2020,qua,6,3
502,1,Netherlands,05,2020,qui,1,1
503,1,Netherlands,05,2020,sex,1,1
504,1,Netherlands,05,2020,ter,1,1
505,1,Netherlands,05,2021,dom,11,3
506,1,Netherlands,05,2021,qua,12,7
507,1,Netherlands,05,2021,qui,3,2
508,1,Netherlands,05,2021,sab,11,3
509,1,Netherlands,05,2021,seg,5,3
510,1,Netherlands,05,2021,sex,20,4
511,1,Netherlands,05,2021,ter,18,4
512,1,Netherlands,06,2020,qua,41,5
513,1,Netherlands,06,2020,qui,5,3
514,1,Netherlands,06,2020,sab,3,1
515,1,Netherlands,06,2020,seg,44,5
516,1,Netherlands,06,2020,ter,116,5
517,1,Netherlands,06,2021,dom,3,2
518,1,Netherlands,06,2021,qua,3,2
519,1,Netherlands,06,2021,qui,5,2
520,1,Netherlands,06,2021,sab,1,1
521,1,Netherlands,06,2021,seg,1,1
522,1,Netherlands,06,2021,sex,3,3
523,1,Netherlands,07,2020,dom,44,2
524,1,Netherlands,07,2020,qua,2,2
525,1,Netherlands,07,2020,qui,1,1
526,1,Netherlands,07,2020,sab,8,2
527,1,Netherlands,07,2020,seg,6,3
528,1,Netherlands,07,2020,sex,2,2
529,1,Netherlands,07,2020,ter,18,4
530,1,Netherlands,07,2021,sab,3,1
531,1,Netherlands,08,2020,dom,3,2
532,1,Netherlands,08,2020,qua,3,2
533,1,Netherlands,08,2020,qui,4,2
534,1,Netherlands,08,2020,sab,1,1
535,1,Netherlands,08,2020,sex,17,3
536,1,Netherlands,08,2021,dom,1,1
537,1,Netherlands,08,2021,qua,2,2
538,1,Netherlands,08,2021,seg,8,3
539,1,Netherlands,08,2021,sex,2,1
540,1,Netherlands,08,2021,ter,2,1
541,1,Netherlands,09,2020,qui,1,1
542,1,Netherlands,09,2020,sab,5,1
543,1,Netherlands,09,2020,seg,1,1
544,1,Netherlands,09,2020,ter,2,2
545,1,Netherlands,09,2021,qua,4,3
546,1,Netherlands,09,2021,qui,6,3
547,1,Netherlands,09,2021,seg,1,1
548,1,Netherlands,09,2021,sex,1,1
549,1,Netherlands,10,2020,dom,1,1
550,1,Netherlands,10,2020,qua,2,1
551,1,Netherlands,10,2020,qui,8,2
552,1,Netherlands,10,2020,seg,1,1
553,1,Netherlands,10,2020,sex,3,2
554,1,Netherlands,10,2021,dom,1,1
555,1,Netherlands,10,2021,qua,2,1
556,1,Netherlands,10,2021,seg,5,2
557,1,Netherlands,10,2021,sex,2,2
558,1,Netherlands,10,2021,ter,7,2
559,1,Netherlands,11,2020,dom,1,1
560,1,Netherlands,11,2020,qua,13,2
561,1,Netherlands,11,2020,seg,2,1
562,1,Netherlands,11,2020,sex,3,1
563,1,Netherlands,11,2020,ter,3,1
564,1,Netherlands,12,2020,dom,3,2
565,1,Netherlands,12,2020,qua,3,2
566,1,Netherlands,12,2020,qui,6,3
567,1,Netherlands,12,2020,sab,1,1
568,1,Netherlands,12,2020,seg,14,6
569,1,Netherlands,12,2020,sex,7,2
570,1,Netherlands,12,2020,ter,11,5
571,1,Norway,01,2021,dom,1,1
572,1,Norway,01,2021,qui,2,2
573,1,Norway,01,2021,seg,1,1
574,1,Norway,02,2021,qui,2,2
575,1,Norway,02,2021,sex,2,1
576,1,Norway,03,2021,seg,8,1
577,1,Norway,04,2021,sex,1,1
578,1,Norway,05,2020,dom,2,1
579,1,Norway,05,2021,dom,1,1
580,1,Norway,05,2021,qua,5,2
581,1,Norway,05,2021,qui,1,1
582,1,Norway,05,2021,seg,66,1
583,1,Norway,05,2021,sex,3,2
584,1,Norway,05,2021,ter,4,1
585,1,Norway,06,2020,qua,2,2
586,1,Norway,06,2020,seg,25,2
587,1,Norway,06,2020,ter,4,1
588,1,Norway,06,2021,qua,2,1
589,1,Norway,06,2021,ter,1,1
590,1,Norway,07,2020,qua,2,1
591,1,Norway,07,2021,qua,1,1
592,1,Norway,07,2021,qui,2,1
593,1,Norway,07,2021,sab,1,1
594,1,Norway,07,2021,sex,2,1
595,1,Norway,08,2020,ter,1,1
596,1,Norway,08,2021,qua,5,1
597,1,Norway,08,2021,qui,2,2
598,1,Norway,08,2021,seg,5,1
599,1,Norway,08,2021,ter,18,2
600,1,Norway,09,2020,qua,1,1
601,1,Norway,09,2020,ter,1,1
602,1,Norway,09,2021,dom,2,2
603,1,Norway,09,2021,qua,11,3
604,1,Norway,09,2021,qui,19,2
605,1,Norway,09,2021,seg,9,4
606,1,Norway,09,2021,sex,19,6
607,1,Norway,09,2021,ter,8,1
608,1,Norway,10,2020,dom,1,1
609,1,Norway,10,2021,qua,5,3
610,1,Norway,10,2021,qui,2,1
611,1,Norway,10,2021,sab,14,1
612,1,Norway,10,2021,seg,3,2
613,1,Norway,10,2021,sex,3,2
614,1,Norway,10,2021,ter,1,1
615,1,Norway,11,2020,dom,5,2
616,1,Norway,11,2020,qui,2,2
617,1,Norway,12,2020,dom,15,3
618,1,Norway,12,2020,qua,13,4
619,1,Norway,12,2020,qui,5,2
620,1,Norway,12,2020,sab,29,4
621,1,Norway,12,2020,seg,5,3
622,1,Norway,12,2020,sex,2,1
623,1,Norway,12,2020,ter,34,4
624,1,Palestine,02,2021,qui,2,1
625,1,Palestine,03,2021,qui,1,1
626,1,Palestine,03,2021,seg,1,1
627,1,Palestine,06,2021,seg,2,1
628,1,Palestine,11,2020,dom,1,1
629,1,Palestine,12,2020,sex,2,1
630,1,Paraguay,01,2021,dom,1,1
631,1,Paraguay,01,2021,qua,1,1
632,1,Paraguay,01,2021,sab,1,1
633,1,Paraguay,01,2021,seg,1,1
634,1,Paraguay,01,2021,sex,1,1
635,1,Paraguay,02,2021,qua,1,1
636,1,Paraguay,02,2021,qui,1,1
637,1,Paraguay,02,2021,seg,5,2
638,1,Paraguay,02,2021,sex,6,5
639,1,Paraguay,02,2021,ter,3,3
640,1,Paraguay,03,2021,sab,3,2
641,1,Paraguay,05,2021,seg,1,1
642,1,Paraguay,05,2021,sex,2,1
643,1,Paraguay,06,2021,qua,4,1
644,1,Paraguay,06,2021,qui,1,1
645,1,Paraguay,07,2021,sab,1,1
646,1,Paraguay,07,2021,sex,1,1
647,1,Paraguay,08,2021,sex,2,2
648,1,Paraguay,09,2021,qua,2,2
649,1,Paraguay,09,2021,ter,6,3
650,1,Paraguay,10,2021,seg,2,1
651,1,Paraguay,10,2021,sex,2,2
652,1,Paraguay,10,2021,ter,3,3
653,1,Paraguay,12,2020,qua,1,1
654,1,Paraguay,12,2020,sab,1,1
655,1,Paraguay,12,2020,ter,1,1
656,1,Peru,09,2021,qua,1,1
657,1,Peru,09,2021,ter,1,1
658,1,Peru,10,2021,qui,1,1
659,1,Peru,10,2021,ter,1,1
660,1,Philippines,02,2021,dom,2,1
661,1,Philippines,02,2021,seg,1,1
662,1,Philippines,07,2021,qua,2,1
663,1,Philippines,07,2021,qui,1,1
664,1,Philippines,07,2021,sex,2,1
665,1,Philippines,10,2020,qua,1,1
666,1,Philippines,11,2020,ter,1,1
667,1,Poland,01,2021,qui,4,3
668,1,Poland,02,2021,ter,1,1
669,1,Poland,03,2021,sex,1,1
670,1,Poland,04,2021,dom,1,1
671,1,Poland,04,2021,qua,10,2
672,1,Poland,04,2021,ter,7,2
673,1,Poland,06,2020,qui,1,1
674,1,Poland,06,2020,sex,1,1
675,1,Poland,06,2021,qua,2,2
676,1,Poland,08,2021,qui,3,2
677,1,Poland,08,2021,ter,1,1
678,1,Poland,09,2021,qui,2,2
679,1,Poland,10,2021,sab,1,1
680,1,Poland,10,2021,seg,1,1
681,1,Poland,11,2020,qua,1,1
682,1,Poland,11,2020,qui,1,1
683,1,Poland,11,2020,sab,1,1
684,1,Poland,11,2020,seg,1,1
685,1,Poland,12,2020,qui,1,1
686,1,Poland,12,2020,sex,2,2
687,1,Portugal,01,2021,dom,1,1
688,1,Portugal,01,2021,ter,1,1
689,1,Portugal,02,2021,dom,4,1
690,1,Portugal,03,2021,qui,1,1
691,1,Portugal,03,2021,sex,3,1
692,1,Portugal,05,2020,qui,1,1
693,1,Portugal,05,2021,ter,1,1
